N,V,N_dv_0,V_dv_0,N_dn_0,V_dn_0,Ndt,Vdt,N_y_dt,V_x_dt
-0.0246555,0.954847,,,,,,,,
-0.0246222,0.954692,,,,,,,,
-0.0245889,0.954536,,,,,,,,
-0.0245555,0.954381,,,,,,,,
-0.0245222,0.954225,,,,,,,,
-0.0244889,0.954069,,,,,,,,
-0.0244555,0.953913,,,,,,,,
-0.0244222,0.953757,,,,,,,,
-0.0243889,0.953601,,,,,,,,
-0.0243555,0.953445,,,,,,,,
-0.0243222,0.953289,,,,,,,,
-0.0242889,0.953132,,,,,,,,
-0.0242555,0.952976,,,,,,,,
-0.0242222,0.952819,,,,,,,,
-0.0241889,0.952662,,,,,,,,
-0.0241555,0.952505,,,,,,,,
-0.0241222,0.952348,,,,,,,,
-0.0240889,0.95219,,,,,,,,
-0.0240555,0.952033,,,,,,,,
-0.0240222,0.951875,,,,,,,,
-0.0239889,0.951718,,,,,,,,
-0.0239555,0.95156,,,,,,,,
-0.0239222,0.951402,,,,,,,,
-0.0238889,0.951244,,,,,,,,
-0.0238555,0.951086,,,,,,,,
-0.0238222,0.950928,,,,,,,,
-0.0237889,0.950769,,,,,,,,
-0.0237556,0.950611,,,,,,,,
-0.0237222,0.950452,,,,,,,,
-0.0236889,0.950293,,,,,,,,
-0.0236556,0.950134,,,,,,,,
-0.0236222,0.949975,,,,,,,,
-0.0235889,0.949816,,,,,,,,
-0.0235556,0.949656,,,,,,,,
-0.0235222,0.949497,,,,,,,,
-0.0234889,0.949337,,,,,,,,
-0.0234556,0.949177,,,,,,,,
-0.0234222,0.949017,,,,,,,,
-0.0233889,0.948857,,,,,,,,
-0.0233556,0.948697,,,,,,,,
-0.0233222,0.948537,,,,,,,,
-0.0232889,0.948376,,,,,,,,
-0.0232556,0.948216,,,,,,,,
-0.0232222,0.948055,,,,,,,,
-0.0231889,0.947894,,,,,,,,
-0.0231556,0.947733,,,,,,,,
-0.0231222,0.947572,,,,,,,,
-0.0230889,0.947411,,,,,,,,
-0.0230556,0.94725,,,,,,,,
-0.0230222,0.947088,,,,,,,,
-0.0229889,0.946926,,,,,,,,
-0.0229556,0.946764,,,,,,,,
-0.0229222,0.946603,,,,,,,,
-0.0228889,0.94644,,,,,,,,
-0.0228556,0.946278,,,,,,,,
-0.0228222,0.946116,,,,,,,,
-0.0227889,0.945953,,,,,,,,
-0.0227556,0.945791,,,,,,,,
-0.0227222,0.945628,,,,,,,,
-0.0226889,0.945465,,,,,,,,
-0.0226556,0.945302,,,,,,,,
-0.0226222,0.945139,,,,,,,,
-0.0225889,0.944975,,,,,,,,
-0.0225556,0.944812,,,,,,,,
-0.0225222,0.944648,,,,,,,,
-0.0224889,0.944484,,,,,,,,
-0.0224556,0.94432,,,,,,,,
-0.0224222,0.944156,,,,,,,,
-0.0223889,0.943992,,,,,,,,
-0.0223556,0.943828,,,,,,,,
-0.0223222,0.943663,,,,,,,,
-0.0222889,0.943499,,,,,,,,
-0.0222556,0.943334,,,,,,,,
-0.0222222,0.943169,,,,,,,,
-0.0221889,0.943004,,,,,,,,
-0.0221556,0.942838,,,,,,,,
-0.0221222,0.942673,,,,,,,,
-0.0220889,0.942508,,,,,,,,
-0.0220556,0.942342,,,,,,,,
-0.0220222,0.942176,,,,,,,,
-0.0219889,0.94201,,,,,,,,
-0.0219556,0.941844,,,,,,,,
-0.0219222,0.941678,,,,,,,,
-0.0218889,0.941511,,,,,,,,
-0.0218556,0.941345,,,,,,,,
-0.0218222,0.941178,,,,,,,,
-0.0217889,0.941011,,,,,,,,
-0.0217556,0.940844,,,,,,,,
-0.0217222,0.940677,,,,,,,,
-0.0216889,0.94051,,,,,,,,
-0.0216556,0.940342,,,,,,,,
-0.0216222,0.940174,,,,,,,,
-0.0215889,0.940007,,,,,,,,
-0.0215556,0.939839,,,,,,,,
-0.0215222,0.939671,,,,,,,,
-0.0214889,0.939502,,,,,,,,
-0.0214556,0.939334,,,,,,,,
-0.0214222,0.939165,,,,,,,,
-0.0213889,0.938997,,,,,,,,
-0.0213556,0.938828,,,,,,,,
-0.0213222,0.938659,,,,,,,,
-0.0212889,0.93849,,,,,,,,
-0.0212556,0.93832,,,,,,,,
-0.0212222,0.938151,,,,,,,,
-0.0211889,0.937981,,,,,,,,
-0.0211556,0.937811,,,,,,,,
-0.0211222,0.937641,,,,,,,,
-0.0210889,0.937471,,,,,,,,
-0.0210556,0.937301,,,,,,,,
-0.0210222,0.937131,,,,,,,,
-0.0209889,0.93696,,,,,,,,
-0.0209556,0.936789,,,,,,,,
-0.0209222,0.936618,,,,,,,,
-0.0208889,0.936447,,,,,,,,
-0.0208556,0.936276,,,,,,,,
-0.0208222,0.936105,,,,,,,,
-0.0207889,0.935933,,,,,,,,
-0.0207556,0.935761,,,,,,,,
-0.0207222,0.935589,,,,,,,,
-0.0206889,0.935417,,,,,,,,
-0.0206556,0.935245,,,,,,,,
-0.0206222,0.935073,,,,,,,,
-0.0205889,0.9349,,,,,,,,
-0.0205556,0.934728,,,,,,,,
-0.0205222,0.934555,,,,,,,,
-0.0204889,0.934382,,,,,,,,
-0.0204556,0.934209,,,,,,,,
-0.0204222,0.934035,,,,,,,,
-0.0203889,0.933862,,,,,,,,
-0.0203556,0.933688,,,,,,,,
-0.0203222,0.933514,,,,,,,,
-0.0202889,0.93334,,,,,,,,
-0.0202556,0.933166,,,,,,,,
-0.0202222,0.932991,,,,,,,,
-0.0201889,0.932817,,,,,,,,
-0.0201556,0.932642,,,,,,,,
-0.0201222,0.932467,,,,,,,,
-0.0200889,0.932292,,,,,,,,
-0.0200556,0.932117,,,,,,,,
-0.0200222,0.931942,,,,,,,,
-0.0199889,0.931766,,,,,,,,
-0.0199556,0.93159,,,,,,,,
-0.0199222,0.931414,,,,,,,,
-0.0198889,0.931238,,,,,,,,
-0.0198556,0.931062,,,,,,,,
-0.0198222,0.930886,,,,,,,,
-0.0197889,0.930709,,,,,,,,
-0.0197556,0.930532,,,,,,,,
-0.0197222,0.930355,,,,,,,,
-0.0196889,0.930178,,,,,,,,
-0.0196556,0.930001,,,,,,,,
-0.0196222,0.929823,,,,,,,,
-0.0195889,0.929646,,,,,,,,
-0.0195556,0.929468,,,,,,,,
-0.0195222,0.92929,,,,,,,,
-0.0194889,0.929112,,,,,,,,
-0.0194556,0.928933,,,,,,,,
-0.0194222,0.928755,,,,,,,,
-0.0193889,0.928576,,,,,,,,
-0.0193556,0.928397,,,,,,,,
-0.0193222,0.928218,,,,,,,,
-0.0192889,0.928039,,,,,,,,
-0.0192556,0.927859,,,,,,,,
-0.0192222,0.92768,,,,,,,,
-0.0191889,0.9275,,,,,,,,
-0.0191556,0.92732,,,,,,,,
-0.0191222,0.92714,,,,,,,,
-0.0190889,0.926959,,,,,,,,
-0.0190556,0.926779,,,,,,,,
-0.0190222,0.926598,,,,,,,,
-0.0189889,0.926417,,,,,,,,
-0.0189556,0.926236,,,,,,,,
-0.0189222,0.926054,,,,,,,,
-0.0188889,0.925873,,,,,,,,
-0.0188556,0.925691,,,,,,,,
-0.0188222,0.925509,,,,,,,,
-0.0187889,0.925327,,,,,,,,
-0.0187556,0.925145,,,,,,,,
-0.0187222,0.924963,,,,,,,,
-0.0186889,0.92478,,,,,,,,
-0.0186556,0.924597,,,,,,,,
-0.0186222,0.924414,,,,,,,,
-0.0185889,0.924231,,,,,,,,
-0.0185556,0.924047,,,,,,,,
-0.0185222,0.923864,,,,,,,,
-0.0184889,0.92368,,,,,,,,
-0.0184556,0.923496,,,,,,,,
-0.0184222,0.923312,,,,,,,,
-0.0183889,0.923127,,,,,,,,
-0.0183556,0.922943,,,,,,,,
-0.0183222,0.922758,,,,,,,,
-0.0182889,0.922573,,,,,,,,
-0.0182556,0.922388,,,,,,,,
-0.0182222,0.922203,,,,,,,,
-0.0181889,0.922017,,,,,,,,
-0.0181556,0.921831,,,,,,,,
-0.0181222,0.921645,,,,,,,,
-0.0180889,0.921459,,,,,,,,
-0.0180556,0.921273,,,,,,,,
-0.0180222,0.921086,,,,,,,,
-0.0179889,0.920899,,,,,,,,
-0.0179556,0.920712,,,,,,,,
-0.0179222,0.920525,,,,,,,,
-0.0178889,0.920338,,,,,,,,
-0.0178556,0.92015,,,,,,,,
-0.0178222,0.919962,,,,,,,,
-0.0177889,0.919774,,,,,,,,
-0.0177556,0.919586,,,,,,,,
-0.0177222,0.919398,,,,,,,,
-0.0176889,0.919209,,,,,,,,
-0.0176556,0.91902,,,,,,,,
-0.0176222,0.918831,,,,,,,,
-0.0175889,0.918642,,,,,,,,
-0.0175556,0.918452,,,,,,,,
-0.0175222,0.918263,,,,,,,,
-0.0174889,0.918073,,,,,,,,
-0.0174556,0.917883,,,,,,,,
-0.0174222,0.917692,,,,,,,,
-0.0173889,0.917502,,,,,,,,
-0.0173556,0.917311,,,,,,,,
-0.0173222,0.91712,,,,,,,,
-0.0172889,0.916929,,,,,,,,
-0.0172556,0.916738,,,,,,,,
-0.0172222,0.916546,,,,,,,,
-0.0171889,0.916354,,,,,,,,
-0.0171556,0.916162,,,,,,,,
-0.0171222,0.91597,,,,,,,,
-0.0170889,0.915777,,,,,,,,
-0.0170556,0.915585,,,,,,,,
-0.0170222,0.915392,,,,,,,,
-0.0169889,0.915199,,,,,,,,
-0.0169556,0.915005,,,,,,,,
-0.0169222,0.914812,,,,,,,,
-0.0168889,0.914618,,,,,,,,
-0.0168556,0.914424,,,,,,,,
-0.0168222,0.91423,,,,,,,,
-0.0167889,0.914035,,,,,,,,
-0.0167556,0.91384,,,,,,,,
-0.0167222,0.913645,,,,,,,,
-0.0166889,0.91345,,,,,,,,
-0.0166556,0.913255,,,,,,,,
-0.0166222,0.913059,,,,,,,,
-0.0165889,0.912863,,,,,,,,
-0.0165556,0.912667,,,,,,,,
-0.0165222,0.912471,,,,,,,,
-0.0164889,0.912274,,,,,,,,
-0.0164556,0.912078,,,,,,,,
-0.0164222,0.911881,,,,,,,,
-0.0163889,0.911683,,,,,,,,
-0.0163556,0.911486,,,,,,,,
-0.0163222,0.911288,,,,,,,,
-0.0162889,0.91109,,,,,,,,
-0.0162556,0.910892,,,,,,,,
-0.0162222,0.910693,,,,,,,,
-0.0161889,0.910495,,,,,,,,
-0.0161556,0.910296,,,,,,,,
-0.0161222,0.910097,,,,,,,,
-0.0160889,0.909897,,,,,,,,
-0.0160556,0.909698,,,,,,,,
-0.0160222,0.909498,,,,,,,,
-0.0159889,0.909298,,,,,,,,
-0.0159556,0.909097,,,,,,,,
-0.0159222,0.908897,,,,,,,,
-0.0158889,0.908696,,,,,,,,
-0.0158556,0.908495,,,,,,,,
-0.0158222,0.908293,,,,,,,,
-0.0157889,0.908092,,,,,,,,
-0.0157556,0.90789,,,,,,,,
-0.0157222,0.907688,,,,,,,,
-0.0156889,0.907485,,,,,,,,
-0.0156556,0.907283,,,,,,,,
-0.0156222,0.90708,,,,,,,,
-0.0155889,0.906877,,,,,,,,
-0.0155556,0.906673,,,,,,,,
-0.0155222,0.90647,,,,,,,,
-0.0154889,0.906266,,,,,,,,
-0.0154556,0.906062,,,,,,,,
-0.0154222,0.905857,,,,,,,,
-0.0153889,0.905653,,,,,,,,
-0.0153556,0.905448,,,,,,,,
-0.0153222,0.905243,,,,,,,,
-0.0152889,0.905037,,,,,,,,
-0.0152556,0.904832,,,,,,,,
-0.0152222,0.904626,,,,,,,,
-0.0151889,0.904419,,,,,,,,
-0.0151556,0.904213,,,,,,,,
-0.0151222,0.904006,,,,,,,,
-0.0150889,0.903799,,,,,,,,
-0.0150556,0.903592,,,,,,,,
-0.0150222,0.903384,,,,,,,,
-0.0149889,0.903176,,,,,,,,
-0.0149556,0.902968,,,,,,,,
-0.0149222,0.90276,,,,,,,,
-0.0148889,0.902551,,,,,,,,
-0.0148556,0.902342,,,,,,,,
-0.0148222,0.902133,,,,,,,,
-0.0147889,0.901924,,,,,,,,
-0.0147556,0.901714,,,,,,,,
-0.0147222,0.901504,,,,,,,,
-0.0146889,0.901294,,,,,,,,
-0.0146556,0.901083,,,,,,,,
-0.0146222,0.900872,,,,,,,,
-0.0145889,0.900661,,,,,,,,
-0.0145556,0.90045,,,,,,,,
-0.0145222,0.900238,,,,,,,,
-0.0144889,0.900026,,,,,,,,
-0.0144556,0.899814,,,,,,,,
-0.0144222,0.899601,,,,,,,,
-0.0143889,0.899388,,,,,,,,
-0.0143556,0.899175,,,,,,,,
-0.0143222,0.898962,,,,,,,,
-0.0142889,0.898748,,,,,,,,
-0.0142556,0.898534,,,,,,,,
-0.0142222,0.89832,,,,,,,,
-0.0141889,0.898105,,,,,,,,
-0.0141556,0.89789,,,,,,,,
-0.0141222,0.897675,,,,,,,,
-0.0140889,0.89746,,,,,,,,
-0.0140556,0.897244,,,,,,,,
-0.0140222,0.897028,,,,,,,,
-0.0139889,0.896812,,,,,,,,
-0.0139556,0.896595,,,,,,,,
-0.0139222,0.896378,,,,,,,,
-0.0138889,0.896161,,,,,,,,
-0.0138556,0.895943,,,,,,,,
-0.0138222,0.895725,,,,,,,,
-0.0137889,0.895507,,,,,,,,
-0.0137556,0.895289,,,,,,,,
-0.0137222,0.89507,,,,,,,,
-0.0136889,0.894851,,,,,,,,
-0.0136556,0.894631,,,,,,,,
-0.0136222,0.894411,,,,,,,,
-0.0135889,0.894191,,,,,,,,
-0.0135556,0.893971,,,,,,,,
-0.0135222,0.89375,,,,,,,,
-0.0134889,0.893529,,,,,,,,
-0.0134556,0.893308,,,,,,,,
-0.0134222,0.893086,,,,,,,,
-0.0133889,0.892864,,,,,,,,
-0.0133556,0.892642,,,,,,,,
-0.0133222,0.89242,,,,,,,,
-0.0132889,0.892197,,,,,,,,
-0.0132556,0.891973,,,,,,,,
-0.0132222,0.89175,,,,,,,,
-0.0131889,0.891526,,,,,,,,
-0.0131556,0.891302,,,,,,,,
-0.0131222,0.891077,,,,,,,,
-0.0130889,0.890852,,,,,,,,
-0.0130556,0.890627,,,,,,,,
-0.0130222,0.890401,,,,,,,,
-0.0129889,0.890175,,,,,,,,
-0.0129556,0.889949,,,,,,,,
-0.0129222,0.889723,,,,,,,,
-0.0128889,0.889496,,,,,,,,
-0.0128556,0.889268,,,,,,,,
-0.0128222,0.889041,,,,,,,,
-0.0127889,0.888813,,,,,,,,
-0.0127556,0.888584,,,,,,,,
-0.0127222,0.888356,,,,,,,,
-0.0126889,0.888127,,,,,,,,
-0.0126556,0.887897,,,,,,,,
-0.0126222,0.887668,,,,,,,,
-0.0125889,0.887438,,,,,,,,
-0.0125556,0.887207,,,,,,,,
-0.0125222,0.886976,,,,,,,,
-0.0124889,0.886745,,,,,,,,
-0.0124556,0.886514,,,,,,,,
-0.0124222,0.886282,,,,,,,,
-0.0123889,0.88605,,,,,,,,
-0.0123556,0.885817,,,,,,,,
-0.0123222,0.885584,,,,,,,,
-0.0122889,0.885351,,,,,,,,
-0.0122556,0.885117,,,,,,,,
-0.0122222,0.884883,,,,,,,,
-0.0121889,0.884649,,,,,,,,
-0.0121556,0.884414,,,,,,,,
-0.0121222,0.884179,,,,,,,,
-0.0120889,0.883943,,,,,,,,
-0.0120556,0.883707,,,,,,,,
-0.0120222,0.883471,,,,,,,,
-0.0119889,0.883234,,,,,,,,
-0.0119556,0.882997,,,,,,,,
-0.0119222,0.88276,,,,,,,,
-0.0118889,0.882522,,,,,,,,
-0.0118556,0.882284,,,,,,,,
-0.0118222,0.882045,,,,,,,,
-0.0117889,0.881806,,,,,,,,
-0.0117556,0.881567,,,,,,,,
-0.0117222,0.881327,,,,,,,,
-0.0116889,0.881087,,,,,,,,
-0.0116556,0.880846,,,,,,,,
-0.0116222,0.880605,,,,,,,,
-0.0115889,0.880364,,,,,,,,
-0.0115556,0.880122,,,,,,,,
-0.0115222,0.87988,,,,,,,,
-0.0114889,0.879637,,,,,,,,
-0.0114556,0.879394,,,,,,,,
-0.0114222,0.879151,,,,,,,,
-0.0113889,0.878907,,,,,,,,
-0.0113556,0.878663,,,,,,,,
-0.0113222,0.878418,,,,,,,,
-0.0112889,0.878173,,,,,,,,
-0.0112556,0.877927,,,,,,,,
-0.0112222,0.877681,,,,,,,,
-0.0111889,0.877435,,,,,,,,
-0.0111556,0.877188,,,,,,,,
-0.0111222,0.876941,,,,,,,,
-0.0110889,0.876693,,,,,,,,
-0.0110556,0.876445,,,,,,,,
-0.0110222,0.876197,,,,,,,,
-0.0109889,0.875948,,,,,,,,
-0.0109556,0.875699,,,,,,,,
-0.0109222,0.875449,,,,,,,,
-0.0108889,0.875198,,,,,,,,
-0.0108556,0.874948,,,,,,,,
-0.0108222,0.874697,,,,,,,,
-0.0107889,0.874445,,,,,,,,
-0.0107556,0.874193,,,,,,,,
-0.0107222,0.87394,,,,,,,,
-0.0106889,0.873687,,,,,,,,
-0.0106556,0.873434,,,,,,,,
-0.0106222,0.87318,,,,,,,,
-0.0105889,0.872926,,,,,,,,
-0.0105556,0.872671,,,,,,,,
-0.0105222,0.872416,,,,,,,,
-0.0104889,0.87216,,,,,,,,
-0.0104556,0.871904,,,,,,,,
-0.0104222,0.871647,,,,,,,,
-0.0103889,0.87139,,,,,,,,
-0.0103556,0.871132,,,,,,,,
-0.0103222,0.870874,,,,,,,,
-0.0102889,0.870616,,,,,,,,
-0.0102556,0.870356,,,,,,,,
-0.0102222,0.870097,,,,,,,,
-0.0101889,0.869837,,,,,,,,
-0.0101556,0.869576,,,,,,,,
-0.0101222,0.869315,,,,,,,,
-0.0100889,0.869054,,,,,,,,
-0.0100556,0.868792,,,,,,,,
-0.0100222,0.868529,,,,,,,,
-0.00998889,0.868266,,,,,,,,
-0.00995556,0.868002,,,,,,,,
-0.00992222,0.867738,,,,,,,,
-0.00988889,0.867474,,,,,,,,
-0.00985556,0.867208,,,,,,,,
-0.00982222,0.866943,,,,,,,,
-0.00978889,0.866677,,,,,,,,
-0.00975556,0.86641,,,,,,,,
-0.00972222,0.866143,,,,,,,,
-0.00968889,0.865875,,,,,,,,
-0.00965556,0.865607,,,,,,,,
-0.00962222,0.865338,,,,,,,,
-0.00958889,0.865069,,,,,,,,
-0.00955556,0.864799,,,,,,,,
-0.00952222,0.864528,,,,,,,,
-0.00948889,0.864257,,,,,,,,
-0.00945556,0.863986,,,,,,,,
-0.00942222,0.863714,,,,,,,,
-0.00938889,0.863441,,,,,,,,
-0.00935556,0.863168,,,,,,,,
-0.00932222,0.862894,,,,,,,,
-0.00928889,0.86262,,,,,,,,
-0.00925556,0.862345,,,,,,,,
-0.00922222,0.862069,,,,,,,,
-0.00918889,0.861793,,,,,,,,
-0.00915556,0.861516,,,,,,,,
-0.00912222,0.861239,,,,,,,,
-0.00908889,0.860961,,,,,,,,
-0.00905556,0.860683,,,,,,,,
-0.00902222,0.860404,,,,,,,,
-0.00898889,0.860124,,,,,,,,
-0.00895556,0.859844,,,,,,,,
-0.00892222,0.859564,,,,,,,,
-0.00888889,0.859282,,,,,,,,
-0.00885556,0.859,,,,,,,,
-0.00882222,0.858717,,,,,,,,
-0.00878889,0.858434,,,,,,,,
-0.00875556,0.85815,,,,,,,,
-0.00872222,0.857866,,,,,,,,
-0.00868889,0.857581,,,,,,,,
-0.00865556,0.857295,,,,,,,,
-0.00862222,0.857009,,,,,,,,
-0.00858889,0.856722,,,,,,,,
-0.00855556,0.856434,,,,,,,,
-0.00852222,0.856146,,,,,,,,
-0.00848889,0.855857,,,,,,,,
-0.00845556,0.855567,,,,,,,,
-0.00842222,0.855277,,,,,,,,
-0.00838889,0.854986,,,,,,,,
-0.00835556,0.854694,,,,,,,,
-0.00832222,0.854402,,,,,,,,
-0.00828889,0.854109,,,,,,,,
-0.00825556,0.853816,,,,,,,,
-0.00822222,0.853521,,,,,,,,
-0.00818889,0.853226,,,,,,,,
-0.00815556,0.852931,,,,,,,,
-0.00812222,0.852634,,,,,,,,
-0.00808889,0.852337,,,,,,,,
-0.00805556,0.852039,,,,,,,,
-0.00802222,0.851741,,,,,,,,
-0.00798889,0.851442,,,,,,,,
-0.00795556,0.851142,,,,,,,,
-0.00792222,0.850841,,,,,,,,
-0.00788889,0.85054,,,,,,,,
-0.00785556,0.850238,,,,,,,,
-0.00782222,0.849935,,,,,,,,
-0.00778889,0.849631,,,,,,,,
-0.00775556,0.849327,,,,,,,,
-0.00772222,0.849022,,,,,,,,
-0.00768889,0.848716,,,,,,,,
-0.00765556,0.848409,,,,,,,,
-0.00762222,0.848102,,,,,,,,
-0.00758889,0.847794,,,,,,,,
-0.00755556,0.847485,,,,,,,,
-0.00752222,0.847175,,,,,,,,
-0.00748889,0.846864,,,,,,,,
-0.00745556,0.846553,,,,,,,,
-0.00742222,0.846241,,,,,,,,
-0.00738889,0.845928,,,,,,,,
-0.00735556,0.845614,,,,,,,,
-0.00732222,0.8453,,,,,,,,
-0.00728889,0.844984,,,,,,,,
-0.00725556,0.844668,,,,,,,,
-0.00722222,0.844351,,,,,,,,
-0.00718889,0.844033,,,,,,,,
-0.00715556,0.843714,,,,,,,,
-0.00712222,0.843395,,,,,,,,
-0.00708889,0.843074,,,,,,,,
-0.00705556,0.842753,,,,,,,,
-0.00702222,0.842431,,,,,,,,
-0.00698889,0.842108,,,,,,,,
-0.00695556,0.841784,,,,,,,,
-0.00692222,0.841459,,,,,,,,
-0.00688889,0.841133,,,,,,,,
-0.00685556,0.840807,,,,,,,,
-0.00682222,0.840479,,,,,,,,
-0.00678889,0.840151,,,,,,,,
-0.00675556,0.839821,,,,,,,,
-0.00672222,0.839491,,,,,,,,
-0.00668889,0.83916,,,,,,,,
-0.00665556,0.838828,,,,,,,,
-0.00662222,0.838494,,,,,,,,
-0.00658889,0.83816,,,,,,,,
-0.00655556,0.837825,,,,,,,,
-0.00652222,0.837489,,,,,,,,
-0.00648889,0.837152,,,,,,,,
-0.00645556,0.836814,,,,,,,,
-0.00642222,0.836475,,,,,,,,
-0.00638889,0.836135,,,,,,,,
-0.00635556,0.835794,,,,,,,,
-0.00632222,0.835452,,,,,,,,
-0.00628889,0.835109,,,,,,,,
-0.00625556,0.834765,,,,,,,,
-0.00622222,0.834419,,,,,,,,
-0.00618889,0.834073,,,,,,,,
-0.00615556,0.833726,,,,,,,,
-0.00612222,0.833377,,,,,,,,
-0.00608889,0.833028,,,,,,,,
-0.00605556,0.832677,,,,,,,,
-0.00602222,0.832326,,,,,,,,
-0.00598889,0.831973,,,,,,,,
-0.00595556,0.831619,,,,,,,,
-0.00592222,0.831264,,,,,,,,
-0.00588889,0.830908,,,,,,,,
-0.00585556,0.83055,,,,,,,,
-0.00582222,0.830192,,,,,,,,
-0.00578889,0.829832,,,,,,,,
-0.00575556,0.829471,,,,,,,,
-0.00572222,0.829109,,,,,,,,
-0.00568889,0.828746,,,,,,,,
-0.00565556,0.828381,,,,,,,,
-0.00562222,0.828016,,,,,,,,
-0.00558889,0.827649,,,,,,,,
-0.00555556,0.82728,,,,,,,,
-0.00552222,0.826911,,,,,,,,
-0.00548889,0.82654,,,,,,,,
-0.00545556,0.826168,,,,,,,,
-0.00542222,0.825795,,,,,,,,
-0.00538889,0.82542,,,,,,,,
-0.00535556,0.825044,,,,,,,,
-0.00532222,0.824667,,,,,,,,
-0.00528889,0.824289,,,,,,,,
-0.00525556,0.823909,,,,,,,,
-0.00522222,0.823527,,,,,,,,
-0.00518889,0.823145,,,,,,,,
-0.00515556,0.82276,,,,,,,,
-0.00512222,0.822375,,,,,,,,
-0.00508889,0.821988,,,,,,,,
-0.00505556,0.8216,,,,,,,,
-0.00502222,0.82121,,,,,,,,
-0.00498889,0.820818,,,,,,,,
-0.00495556,0.820426,,,,,,,,
-0.00492222,0.820031,,,,,,,,
-0.00488889,0.819636,,,,,,,,
-0.00485556,0.819238,,,,,,,,
-0.00482222,0.818839,,,,,,,,
-0.00478889,0.818439,,,,,,,,
-0.00475556,0.818037,,,,,,,,
-0.00472222,0.817633,,,,,,,,
-0.00468889,0.817228,,,,,,,,
-0.00465556,0.816821,,,,,,,,
-0.00462222,0.816413,,,,,,,,
-0.00458889,0.816002,,,,,,,,
-0.00455556,0.815591,,,,,,,,
-0.00452222,0.815177,,,,,,,,
-0.00448889,0.814762,,,,,,,,
-0.00445556,0.814345,,,,,,,,
-0.00442222,0.813926,,,,,,,,
-0.00438889,0.813505,,,,,,,,
-0.00435556,0.813083,,,,,,,,
-0.00432222,0.812659,,,,,,,,
-0.00428889,0.812233,,,,,,,,
-0.00425556,0.811805,,,,,,,,
-0.00422222,0.811375,,,,,,,,
-0.00418889,0.810943,,,,,,,,
-0.00415556,0.81051,,,,,,,,
-0.00412222,0.810074,,,,,,,,
-0.00408889,0.809636,,,,,,,,
-0.00405556,0.809197,,,,,,,,
-0.00402222,0.808755,,,,,,,,
-0.00398889,0.808311,,,,,,,,
-0.00395556,0.807866,,,,,,,,
-0.00392222,0.807418,,,,,,,,
-0.00388889,0.806968,,,,,,,,
-0.00385556,0.806516,,,,,,,,
-0.00382222,0.806061,,,,,,,,
-0.00378889,0.805605,,,,,,,,
-0.00375556,0.805146,,,,,,,,
-0.00372222,0.804685,,,,,,,,
-0.00368889,0.804221,,,,,,,,
-0.00365556,0.803756,,,,,,,,
-0.00362222,0.803288,,,,,,,,
-0.00358889,0.802817,,,,,,,,
-0.00355556,0.802344,,,,,,,,
-0.00352222,0.801869,,,,,,,,
-0.00348889,0.801391,,,,,,,,
-0.00345556,0.80091,,,,,,,,
-0.00342222,0.800427,,,,,,,,
-0.00338889,0.799942,,,,,,,,
-0.00335556,0.799453,,,,,,,,
-0.00332222,0.798962,,,,,,,,
-0.00328889,0.798468,,,,,,,,
-0.00325556,0.797972,,,,,,,,
-0.00322222,0.797473,,,,,,,,
-0.00318889,0.79697,,,,,,,,
-0.00315556,0.796465,,,,,,,,
-0.00312222,0.795957,,,,,,,,
-0.00308889,0.795446,,,,,,,,
-0.00305556,0.794932,,,,,,,,
-0.00302222,0.794415,,,,,,,,
-0.00298889,0.793895,,,,,,,,
-0.00295556,0.793371,,,,,,,,
-0.00292222,0.792845,,,,,,,,
-0.00288889,0.792315,,,,,,,,
-0.00285556,0.791781,,,,,,,,
-0.00282222,0.791245,,,,,,,,
-0.00278889,0.790704,,,,,,,,
-0.00275556,0.790161,,,,,,,,
-0.00272222,0.789613,,,,,,,,
-0.00268889,0.789062,,,,,,,,
-0.00265556,0.788508,,,,,,,,
-0.00262222,0.787949,,,,,,,,
-0.00258889,0.787387,,,,,,,,
-0.00255556,0.78682,,,,,,,,
-0.00252222,0.78625,,,,,,,,
-0.00248889,0.785676,,,,,,,,
-0.00245556,0.785097,,,,,,,,
-0.00242222,0.784515,,,,,,,,
-0.00238889,0.783928,,,,,,,,
-0.00235556,0.783336,,,,,,,,
-0.00232222,0.782741,,,,,,,,
-0.00228889,0.78214,,,,,,,,
-0.00225556,0.781535,,,,,,,,
-0.00222222,0.780925,,,,,,,,
-0.00218889,0.78031,,,,,,,,
-0.00215556,0.779691,,,,,,,,
-0.00212222,0.779066,,,,,,,,
-0.00208889,0.778436,,,,,,,,
-0.00205556,0.777801,,,,,,,,
-0.00202222,0.77716,,,,,,,,
-0.00198889,0.776514,,,,,,,,
-0.00195556,0.775862,,,,,,,,
-0.00192222,0.775205,,,,,,,,
-0.00188889,0.774541,,,,,,,,
-0.00185556,0.773872,,,,,,,,
-0.00182222,0.773196,,,,,,,,
-0.00178889,0.772514,,,,,,,,
-0.00175556,0.771825,,,,,,,,
-0.00172222,0.77113,,,,,,,,
-0.00168889,0.770428,,,,,,,,
-0.00165556,0.769719,,,,,,,,
-0.00162222,0.769002,,,,,,,,
-0.00158889,0.768279,,,,,,,,
-0.00155556,0.767547,,,,,,,,
-0.00152222,0.766808,,,,,,,,
-0.00148889,0.766061,,,,,,,,
-0.00145556,0.765306,,,,,,,,
