V,K_I,Na_I,L_I,Cl_I
7.37906,7.01827,-7.57139,-0.966281,4.82406
7.38576,7.02279,-7.58484,-0.964272,4.82657
7.39246,7.02733,-7.59832,-0.962262,4.82908
7.39916,7.03186,-7.61183,-0.960251,4.83159
7.40587,7.0364,-7.62536,-0.958238,4.8341
7.41258,7.04095,-7.63892,-0.956225,4.83661
7.4193,7.0455,-7.6525,-0.954209,4.83913
7.42602,7.05006,-7.6661,-0.952193,4.84165
7.43275,7.05462,-7.67974,-0.950175,4.84417
7.43948,7.05919,-7.69339,-0.948155,4.84669
7.44622,7.06376,-7.70708,-0.946135,4.84921
7.45296,7.06834,-7.72079,-0.944113,4.85174
7.4597,7.07292,-7.73452,-0.942089,4.85427
7.46645,7.07751,-7.74829,-0.940064,4.8568
7.47321,7.08211,-7.76207,-0.938038,4.85934
7.47997,7.08671,-7.77589,-0.93601,4.86187
7.48673,7.09131,-7.78973,-0.933981,4.86441
7.4935,7.09592,-7.80359,-0.931951,4.86696
7.50027,7.10054,-7.81749,-0.929919,4.8695
7.50705,7.10516,-7.83141,-0.927886,4.87205
7.51383,7.10979,-7.84535,-0.925851,4.87459
7.52062,7.11442,-7.85933,-0.923815,4.87714
7.52741,7.11906,-7.87332,-0.921778,4.8797
7.5342,7.1237,-7.88735,-0.919739,4.88225
7.541,7.12835,-7.9014,-0.917699,4.88481
7.54781,7.13301,-7.91548,-0.915657,4.88737
7.55462,7.13767,-7.92959,-0.913614,4.88994
7.56144,7.14233,-7.94372,-0.911569,4.8925
7.56826,7.147,-7.95788,-0.909523,4.89507
7.57508,7.15168,-7.97207,-0.907475,4.89764
7.58191,7.15636,-7.98628,-0.905426,4.90021
7.58875,7.16105,-8.00053,-0.903376,4.90279
7.59559,7.16574,-8.0148,-0.901324,4.90536
7.60243,7.17044,-8.02909,-0.89927,4.90794
7.60928,7.17515,-8.04342,-0.897215,4.91053
7.61614,7.17986,-8.05777,-0.895159,4.91311
7.623,7.18458,-8.07215,-0.893101,4.9157
7.62986,7.1893,-8.08656,-0.891041,4.91829
7.63673,7.19402,-8.10099,-0.88898,4.92088
7.64361,7.19876,-8.11546,-0.886918,4.92348
7.65049,7.2035,-8.12995,-0.884854,4.92608
7.65737,7.20824,-8.14447,-0.882788,4.92868
7.66426,7.21299,-8.15901,-0.880721,4.93128
7.67116,7.21775,-8.17359,-0.878652,4.93388
7.67806,7.22251,-8.18819,-0.876582,4.93649
7.68497,7.22728,-8.20283,-0.87451,4.9391
7.69188,7.23205,-8.21749,-0.872437,4.94172
7.69879,7.23683,-8.23218,-0.870362,4.94433
7.70571,7.24161,-8.24689,-0.868286,4.94695
7.71264,7.24641,-8.26164,-0.866208,4.94957
7.71957,7.2512,-8.27642,-0.864128,4.95219
7.72651,7.256,-8.29122,-0.862047,4.95482
7.73345,7.26081,-8.30605,-0.859964,4.95745
7.7404,7.26563,-8.32092,-0.85788,4.96008
7.74735,7.27045,-8.33581,-0.855794,4.96272
7.75431,7.27527,-8.35073,-0.853707,4.96535
7.76128,7.28011,-8.36568,-0.851617,4.96799
7.76824,7.28494,-8.38066,-0.849527,4.97063
7.77522,7.28979,-8.39566,-0.847434,4.97328
7.7822,7.29464,-8.4107,-0.84534,4.97593
7.78918,7.2995,-8.42577,-0.843245,4.97858
7.79618,7.30436,-8.44087,-0.841147,4.98123
7.80317,7.30923,-8.456,-0.839048,4.98389
7.81017,7.3141,-8.47115,-0.836948,4.98654
7.81718,7.31898,-8.48634,-0.834846,4.9892
7.82419,7.32387,-8.50156,-0.832742,4.99187
7.83121,7.32876,-8.5168,-0.830636,4.99454
7.83824,7.33366,-8.53208,-0.828529,4.9972
7.84527,7.33856,-8.54739,-0.82642,4.99988
7.8523,7.34347,-8.56273,-0.824309,5.00255
7.85934,7.34839,-8.5781,-0.822197,5.00523
7.86639,7.35331,-8.59349,-0.820083,5.00791
7.87344,7.35824,-8.60892,-0.817967,5.01059
7.8805,7.36318,-8.62438,-0.81585,5.01328
7.88756,7.36812,-8.63988,-0.813731,5.01597
7.89463,7.37307,-8.6554,-0.81161,5.01866
7.90171,7.37802,-8.67095,-0.809487,5.02136
7.90879,7.38298,-8.68653,-0.807363,5.02405
7.91588,7.38795,-8.70215,-0.805237,5.02675
7.92297,7.39292,-8.7178,-0.803109,5.02946
7.93007,7.3979,-8.73347,-0.80098,5.03216
7.93717,7.40289,-8.74918,-0.798848,5.03487
7.94428,7.40788,-8.76493,-0.796715,5.03759
7.9514,7.41288,-8.7807,-0.79458,5.0403
7.95852,7.41788,-8.7965,-0.792444,5.04302
7.96565,7.42289,-8.81234,-0.790305,5.04574
7.97278,7.42791,-8.82821,-0.788165,5.04846
7.97992,7.43293,-8.84411,-0.786023,5.05119
7.98707,7.43796,-8.86004,-0.783879,5.05392
7.99422,7.443,-8.876,-0.781734,5.05665
8.00138,7.44804,-8.892,-0.779586,5.05939
8.00854,7.45309,-8.90803,-0.777437,5.06213
8.01571,7.45815,-8.92409,-0.775286,5.06487
8.02289,7.46321,-8.94018,-0.773133,5.06761
8.03007,7.46828,-8.95631,-0.770978,5.07036
8.03726,7.47336,-8.97247,-0.768822,5.07311
8.04446,7.47844,-8.98866,-0.766663,5.07587
8.05166,7.48353,-9.00489,-0.764503,5.07862
8.05886,7.48863,-9.02114,-0.762341,5.08138
8.06608,7.49373,-9.03744,-0.760177,5.08415
8.0733,7.49884,-9.05376,-0.758011,5.08691
8.08052,7.50395,-9.07012,-0.755843,5.08968
8.08776,7.50907,-9.08651,-0.753673,5.09246
8.09499,7.5142,-9.10293,-0.751502,5.09523
8.10224,7.51934,-9.11939,-0.749328,5.09801
8.10949,7.52448,-9.13589,-0.747153,5.10079
8.11675,7.52963,-9.15241,-0.744976,5.10358
8.12401,7.53478,-9.16897,-0.742796,5.10637
8.13128,7.53995,-9.18557,-0.740615,5.10916
8.13856,7.54512,-9.20219,-0.738432,5.11195
8.14584,7.55029,-9.21886,-0.736247,5.11475
8.15313,7.55548,-9.23555,-0.73406,5.11755
8.16043,7.56066,-9.25228,-0.731871,5.12035
8.16773,7.56586,-9.26905,-0.72968,5.12316
8.17504,7.57106,-9.28585,-0.727487,5.12597
8.18236,7.57627,-9.30269,-0.725292,5.12879
8.18968,7.58149,-9.31956,-0.723095,5.1316
8.19701,7.58672,-9.33646,-0.720896,5.13442
8.20435,7.59195,-9.3534,-0.718696,5.13725
8.21169,7.59719,-9.37038,-0.716493,5.14007
8.21904,7.60243,-9.38739,-0.714288,5.1429
8.2264,7.60768,-9.40443,-0.712081,5.14574
8.23376,7.61294,-9.42152,-0.709872,5.14858
8.24113,7.61821,-9.43863,-0.707661,5.15142
8.24851,7.62348,-9.45579,-0.705448,5.15426
8.25589,7.62876,-9.47297,-0.703233,5.15711
8.26328,7.63405,-9.4902,-0.701016,5.15996
8.27068,7.63934,-9.50746,-0.698797,5.16281
8.27808,7.64464,-9.52476,-0.696575,5.16567
8.28549,7.64995,-9.54209,-0.694352,5.16853
8.29291,7.65527,-9.55946,-0.692127,5.17139
8.30034,7.66059,-9.57687,-0.689899,5.17426
8.30777,7.66592,-9.59431,-0.68767,5.17713
8.31521,7.67126,-9.61179,-0.685438,5.18
8.32265,7.6766,-9.6293,-0.683204,5.18288
8.33011,7.68195,-9.64686,-0.680968,5.18576
8.33757,7.68731,-9.66445,-0.67873,5.18865
8.34503,7.69268,-9.68208,-0.67649,5.19154
8.35251,7.69805,-9.69974,-0.674248,5.19443
8.35999,7.70343,-9.71744,-0.672003,5.19732
8.36748,7.70882,-9.73518,-0.669757,5.20022
8.37497,7.71422,-9.75296,-0.667508,5.20312
8.38248,7.71962,-9.77077,-0.665257,5.20603
8.38999,7.72503,-9.78863,-0.663004,5.20894
8.3975,7.73045,-9.80652,-0.660749,5.21185
8.40503,7.73587,-9.82445,-0.658491,5.21477
8.41256,7.74131,-9.84241,-0.656232,5.21769
8.4201,7.74675,-9.86042,-0.65397,5.22061
8.42765,7.7522,-9.87846,-0.651706,5.22354
8.4352,7.75765,-9.89655,-0.649439,5.22647
8.44276,7.76311,-9.91467,-0.647171,5.22941
8.45033,7.76858,-9.93283,-0.6449,5.23234
8.45791,7.77406,-9.95103,-0.642627,5.23529
8.4655,7.77955,-9.96927,-0.640351,5.23823
8.47309,7.78504,-9.98754,-0.638074,5.24118
8.48069,7.79054,-10.0059,-0.635794,5.24413
8.48829,7.79605,-10.0242,-0.633512,5.24709
8.49591,7.80157,-10.0426,-0.631228,5.25005
8.50353,7.80709,-10.061,-0.628941,5.25302
8.51116,7.81262,-10.0795,-0.626652,5.25598
8.5188,7.81816,-10.098,-0.624361,5.25896
8.52644,7.82371,-10.1166,-0.622067,5.26193
8.5341,7.82926,-10.1352,-0.619771,5.26491
8.54176,7.83483,-10.1538,-0.617473,5.26789
8.54943,7.8404,-10.1725,-0.615172,5.27088
8.5571,7.84598,-10.1912,-0.61287,5.27387
8.56479,7.85156,-10.21,-0.610564,5.27687
8.57248,7.85716,-10.2288,-0.608257,5.27987
8.58018,7.86276,-10.2476,-0.605947,5.28287
8.58789,7.86837,-10.2665,-0.603634,5.28587
8.5956,7.87399,-10.2854,-0.601319,5.28889
8.60333,7.87961,-10.3044,-0.599002,5.2919
8.61106,7.88525,-10.3234,-0.596683,5.29492
8.6188,7.89089,-10.3424,-0.594361,5.29794
8.62655,7.89654,-10.3615,-0.592036,5.30097
8.6343,7.9022,-10.3806,-0.58971,5.304
8.64207,7.90786,-10.3998,-0.58738,5.30703
8.64984,7.91354,-10.419,-0.585049,5.31007
8.65762,7.91922,-10.4383,-0.582715,5.31311
8.66541,7.92491,-10.4576,-0.580378,5.31616
8.6732,7.93061,-10.4769,-0.578039,5.31921
8.68101,7.93632,-10.4963,-0.575697,5.32226
8.68882,7.94203,-10.5157,-0.573353,5.32532
8.69664,7.94776,-10.5352,-0.571007,5.32838
8.70447,7.95349,-10.5547,-0.568658,5.33145
8.71231,7.95923,-10.5743,-0.566306,5.33452
8.72016,7.96497,-10.5939,-0.563952,5.33759
8.72801,7.97073,-10.6135,-0.561596,5.34067
8.73588,7.9765,-10.6332,-0.559236,5.34375
8.74375,7.98227,-10.6529,-0.556875,5.34684
8.75163,7.98805,-10.6727,-0.554511,5.34993
8.75952,7.99384,-10.6925,-0.552144,5.35303
8.76742,7.99964,-10.7124,-0.549774,5.35613
8.77532,8.00545,-10.7323,-0.547403,5.35923
8.78324,8.01126,-10.7523,-0.545028,5.36234
8.79116,8.01709,-10.7723,-0.542651,5.36545
8.7991,8.02292,-10.7923,-0.540271,5.36857
8.80704,8.02876,-10.8124,-0.537889,5.37169
8.81499,8.03461,-10.8325,-0.535504,5.37481
8.82295,8.04047,-10.8527,-0.533116,5.37794
8.83091,8.04634,-10.8729,-0.530726,5.38108
8.83889,8.05221,-10.8932,-0.528333,5.38422
8.84687,8.0581,-10.9135,-0.525938,5.38736
8.85487,8.06399,-10.9339,-0.52354,5.39051
8.86287,8.06989,-10.9543,-0.521139,5.39366
8.87088,8.0758,-10.9747,-0.518735,5.39681
8.8789,8.08172,-10.9952,-0.516329,5.39997
8.88693,8.08765,-11.0158,-0.51392,5.40314
8.89497,8.09359,-11.0364,-0.511508,5.40631
8.90302,8.09953,-11.057,-0.509094,5.40948
8.91108,8.10549,-11.0777,-0.506677,5.41266
8.91914,8.11145,-11.0984,-0.504257,5.41584
8.92722,8.11742,-11.1192,-0.501834,5.41903
8.9353,8.1234,-11.14,-0.499409,5.42222
8.9434,8.12939,-11.1609,-0.496981,5.42541
8.9515,8.13539,-11.1818,-0.49455,5.42861
8.95961,8.1414,-11.2028,-0.492116,5.43182
8.96773,8.14742,-11.2238,-0.48968,5.43503
8.97587,8.15345,-11.2449,-0.48724,5.43824
8.98401,8.15948,-11.266,-0.484798,5.44146
8.99216,8.16553,-11.2872,-0.482353,5.44469
9.00032,8.17158,-11.3084,-0.479905,5.44791
9.00848,8.17764,-11.3296,-0.477455,5.45115
9.01666,8.18372,-11.3509,-0.475001,5.45438
9.02485,8.1898,-11.3723,-0.472545,5.45763
9.03305,8.19589,-11.3937,-0.470086,5.46087
9.04125,8.20199,-11.4152,-0.467624,5.46412
9.04947,8.2081,-11.4367,-0.465159,5.46738
9.0577,8.21422,-11.4582,-0.462691,5.47064
9.06593,8.22035,-11.4799,-0.46022,5.47391
9.07418,8.22648,-11.5015,-0.457746,5.47718
9.08244,8.23263,-11.5232,-0.455269,5.48045
9.0907,8.23879,-11.545,-0.45279,5.48373
9.09898,8.24495,-11.5668,-0.450307,5.48702
9.10726,8.25113,-11.5887,-0.447822,5.49031
9.11556,8.25731,-11.6106,-0.445333,5.4936
9.12386,8.26351,-11.6325,-0.442842,5.4969
9.13218,8.26971,-11.6546,-0.440347,5.50021
9.1405,8.27593,-11.6766,-0.43785,5.50352
9.14884,8.28215,-11.6987,-0.435349,5.50683
9.15718,8.28838,-11.7209,-0.432846,5.51015
9.16554,8.29463,-11.7431,-0.430339,5.51348
9.1739,8.30088,-11.7654,-0.427829,5.51681
9.18228,8.30714,-11.7877,-0.425317,5.52014
9.19066,8.31341,-11.8101,-0.422801,5.52348
9.19906,8.31969,-11.8326,-0.420282,5.52683
9.20747,8.32599,-11.855,-0.41776,5.53017
9.21588,8.33229,-11.8776,-0.415235,5.53353
9.22431,8.3386,-11.9002,-0.412707,5.53689
9.23275,8.34492,-11.9228,-0.410176,5.54025
9.24119,8.35125,-11.9455,-0.407642,5.54362
9.24965,8.35759,-11.9683,-0.405104,5.547
9.25812,8.36394,-11.9911,-0.402564,5.55038
9.2666,8.37031,-12.014,-0.40002,5.55377
9.27509,8.37668,-12.0369,-0.397473,5.55716
9.28359,8.38306,-12.0599,-0.394923,5.56055
9.2921,8.38945,-12.0829,-0.392369,5.56395
9.30062,8.39585,-12.106,-0.389813,5.56736
9.30916,8.40226,-12.1291,-0.387253,5.57077
9.3177,8.40869,-12.1523,-0.38469,5.57419
9.32625,8.41512,-12.1756,-0.382124,5.57761
9.33482,8.42156,-12.1989,-0.379554,5.58104
9.3434,8.42801,-12.2222,-0.376981,5.58447
9.35198,8.43448,-12.2457,-0.374405,5.58791
9.36058,8.44095,-12.2691,-0.371826,5.59136
9.36919,8.44743,-12.2927,-0.369244,5.59481
9.37781,8.45393,-12.3163,-0.366658,5.59826
9.38644,8.46043,-12.3399,-0.364068,5.60172
9.39508,8.46695,-12.3636,-0.361476,5.60519
9.40373,8.47348,-12.3874,-0.35888,5.60866
9.4124,8.48001,-12.4112,-0.356281,5.61213
9.42107,8.48656,-12.4351,-0.353678,5.61562
9.42976,8.49312,-12.459,-0.351072,5.61911
9.43846,8.49968,-12.483,-0.348463,5.6226
9.44717,8.50626,-12.507,-0.34585,5.6261
9.45589,8.51285,-12.5312,-0.343234,5.6296
9.46462,8.51945,-12.5553,-0.340614,5.63311
9.47336,8.52607,-12.5796,-0.337991,5.63663
9.48212,8.53269,-12.6039,-0.335365,5.64015
9.49088,8.53932,-12.6282,-0.332735,5.64368
9.49966,8.54596,-12.6526,-0.330102,5.64721
9.50845,8.55262,-12.6771,-0.327465,5.65075
9.51725,8.55928,-12.7016,-0.324824,5.65429
9.52607,8.56596,-12.7262,-0.32218,5.65784
9.53489,8.57265,-12.7509,-0.319533,5.6614
9.54373,8.57935,-12.7756,-0.316882,5.66496
9.55257,8.58606,-12.8003,-0.314228,5.66853
9.56143,8.59278,-12.8252,-0.31157,5.6721
9.57031,8.59951,-12.8501,-0.308908,5.67568
9.57919,8.60625,-12.875,-0.306243,5.67927
9.58809,8.61301,-12.9001,-0.303574,5.68286
9.59699,8.61977,-12.9251,-0.300902,5.68646
9.60591,8.62655,-12.9503,-0.298226,5.69006
9.61484,8.63334,-12.9755,-0.295547,5.69367
9.62379,8.64014,-13.0008,-0.292863,5.69729
9.63275,8.64695,-13.0261,-0.290176,5.70091
9.64171,8.65377,-13.0515,-0.287486,5.70454
9.65069,8.6606,-13.077,-0.284792,5.70817
9.65969,8.66745,-13.1025,-0.282094,5.71181
9.66869,8.67431,-13.1281,-0.279392,5.71545
9.67771,8.68117,-13.1537,-0.276687,5.71911
9.68674,8.68805,-13.1794,-0.273978,5.72276
9.69578,8.69495,-13.2052,-0.271265,5.72643
9.70484,8.70185,-13.2311,-0.268549,5.7301
9.71391,8.70876,-13.257,-0.265828,5.73378
9.72299,8.71569,-13.283,-0.263104,5.73746
9.73208,8.72263,-13.309,-0.260376,5.74115
9.74118,8.72958,-13.3351,-0.257645,5.74484
9.7503,8.73654,-13.3613,-0.254909,5.74854
9.75943,8.74351,-13.3876,-0.25217,5.75225
9.76858,8.7505,-13.4139,-0.249427,5.75597
9.77773,8.7575,-13.4402,-0.24668,5.75969
9.7869,8.76451,-13.4667,-0.243929,5.76342
9.79609,8.77153,-13.4932,-0.241174,5.76715
9.80528,8.77856,-13.5198,-0.238415,5.77089
9.81449,8.78561,-13.5464,-0.235653,5.77464
9.82371,8.79267,-13.5732,-0.232886,5.77839
9.83295,8.79974,-13.5999,-0.230115,5.78215
9.8422,8.80682,-13.6268,-0.227341,5.78592
9.85146,8.81391,-13.6537,-0.224563,5.78969
9.86073,8.82102,-13.6807,-0.22178,5.79347
9.87002,8.82814,-13.7078,-0.218994,5.79725
9.87932,8.83527,-13.7349,-0.216203,5.80105
9.88864,8.84242,-13.7621,-0.213409,5.80485
9.89797,8.84957,-13.7894,-0.21061,5.80865
9.90731,8.85674,-13.8167,-0.207808,5.81247
9.91666,8.86392,-13.8442,-0.205001,5.81629
9.92603,8.87112,-13.8716,-0.202191,5.82011
9.93541,8.87832,-13.8992,-0.199376,5.82395
9.94481,8.88554,-13.9268,-0.196557,5.82779
9.95422,8.89278,-13.9545,-0.193734,5.83163
9.96364,8.90002,-13.9823,-0.190907,5.83549
9.97308,8.90728,-14.0102,-0.188075,5.83935
9.98253,8.91455,-14.0381,-0.18524,5.84322
9.992,8.92183,-14.0661,-0.1824,5.84709
10.0015,8.92913,-14.0941,-0.179556,5.85097
10.011,8.93644,-14.1223,-0.176708,5.85486
10.0205,8.94376,-14.1505,-0.173856,5.85876
10.03,8.95109,-14.1788,-0.171,5.86266
10.0395,8.95844,-14.2071,-0.168139,5.86657
10.0491,8.9658,-14.2356,-0.165274,5.87049
10.0587,8.97318,-14.2641,-0.162404,5.87441
10.0682,8.98056,-14.2927,-0.159531,5.87834
10.0778,8.98797,-14.3214,-0.156653,5.88228
10.0874,8.99538,-14.3501,-0.15377,5.88623
10.0971,9.00281,-14.3789,-0.150884,5.89018
10.1067,9.01025,-14.4078,-0.147993,5.89414
10.1163,9.0177,-14.4368,-0.145097,5.89811
10.126,9.02517,-14.4658,-0.142197,5.90208
10.1357,9.03265,-14.495,-0.139293,5.90607
10.1454,9.04014,-14.5242,-0.136384,5.91006
10.1551,9.04765,-14.5534,-0.133471,5.91405
10.1648,9.05517,-14.5828,-0.130554,5.91806
10.1746,9.06271,-14.6122,-0.127632,5.92207
10.1843,9.07026,-14.6418,-0.124705,5.92609
10.1941,9.07782,-14.6714,-0.121774,5.93012
10.2039,9.0854,-14.701,-0.118839,5.93415
10.2137,9.09299,-14.7308,-0.115898,5.93819
10.2235,9.10059,-14.7606,-0.112954,5.94224
10.2333,9.10821,-14.7906,-0.110005,5.9463
10.2432,9.11584,-14.8206,-0.107051,5.95037
10.253,9.12349,-14.8506,-0.104092,5.95444
10.2629,9.13115,-14.8808,-0.101129,5.95852
10.2728,9.13882,-14.911,-0.0981616,5.96261
10.2827,9.14651,-14.9414,-0.0951893,5.96671
10.2926,9.15421,-14.9718,-0.0922123,5.97081
10.3026,9.16193,-15.0023,-0.0892306,5.97492
10.3125,9.16966,-15.0328,-0.0862442,5.97904
10.3225,9.17741,-15.0635,-0.0832531,5.98317
10.3325,9.18517,-15.0942,-0.0802573,5.98731
10.3425,9.19294,-15.1251,-0.0772566,5.99145
10.3525,9.20073,-15.156,-0.0742513,5.9956
10.3625,9.20853,-15.187,-0.0712411,5.99976
10.3726,9.21635,-15.2181,-0.0682261,6.00393
10.3826,9.22419,-15.2492,-0.0652063,6.00811
10.3927,9.23203,-15.2805,-0.0621817,6.01229
10.4028,9.23989,-15.3118,-0.0591522,6.01648
10.4129,9.24777,-15.3432,-0.0561178,6.02068
10.4231,9.25566,-15.3748,-0.0530785,6.02489
10.4332,9.26357,-15.4064,-0.0500343,6.02911
10.4434,9.27149,-15.4381,-0.0469852,6.03333
10.4536,9.27943,-15.4698,-0.0439311,6.03757
10.4638,9.28738,-15.5017,-0.0408721,6.04181
10.474,9.29535,-15.5336,-0.0378081,6.04606
10.4842,9.30333,-15.5657,-0.0347391,6.05032
10.4944,9.31132,-15.5978,-0.0316651,6.05459
10.5047,9.31934,-15.63,-0.028586,6.05886
10.515,9.32736,-15.6624,-0.0255019,6.06315
10.5253,9.33541,-15.6948,-0.0224127,6.06744
10.5356,9.34346,-15.7272,-0.0193184,6.07174
10.5459,9.35154,-15.7598,-0.0162189,6.07605
10.5563,9.35963,-15.7925,-0.0131144,6.08037
10.5667,9.36773,-15.8253,-0.0100047,6.0847
10.577,9.37585,-15.8581,-0.00688987,6.08903
10.5874,9.38399,-15.8911,-0.00376983,6.09338
10.5979,9.39214,-15.9241,-0.000644582,6.09773
10.6083,9.40031,-15.9573,0.00248589,6.1021
10.6187,9.40849,-15.9905,0.00562161,6.10647
10.6292,9.41669,-16.0238,0.00876258,6.11085
10.6397,9.4249,-16.0573,0.0119088,6.11524
10.6502,9.43314,-16.0908,0.0150604,6.11963
10.6607,9.44138,-16.1244,0.0182173,6.12404
10.6713,9.44965,-16.1581,0.0213795,6.12846
10.6818,9.45792,-16.1919,0.0245471,6.13288
10.6924,9.46622,-16.2258,0.0277201,6.13732
10.703,9.47453,-16.2598,0.0308984,6.14176
10.7136,9.48286,-16.2939,0.0340822,6.14621
10.7242,9.4912,-16.3281,0.0372714,6.15068
10.7349,9.49956,-16.3624,0.0404661,6.15515
10.7456,9.50794,-16.3968,0.0436663,6.15963
10.7562,9.51634,-16.4313,0.0468719,6.16412
10.7669,9.52475,-16.4659,0.0500831,6.16862
10.7777,9.53317,-16.5006,0.0532999,6.17313
10.7884,9.54162,-16.5353,0.0565221,6.17765
10.7992,9.55008,-16.5702,0.05975,6.18217
10.8099,9.55856,-16.6052,0.0629835,6.18671
10.8207,9.56705,-16.6403,0.0662226,6.19126
10.8316,9.57556,-16.6755,0.0694673,6.19581
10.8424,9.58409,-16.7108,0.0727177,6.20038
10.8532,9.59263,-16.7462,0.0759738,6.20496
10.8641,9.6012,-16.7817,0.0792356,6.20954
10.875,9.60978,-16.8173,0.0825031,6.21414
10.8859,9.61837,-16.853,0.0857764,6.21874
10.8969,9.62699,-16.8889,0.0890554,6.22336
10.9078,9.63562,-16.9248,0.0923403,6.22798
10.9188,9.64427,-16.9608,0.0956309,6.23261
10.9298,9.65293,-16.9969,0.0989274,6.23726
10.9408,9.66162,-17.0332,0.10223,6.24191
10.9518,9.67032,-17.0695,0.105538,6.24658
10.9628,9.67904,-17.106,0.108852,6.25125
10.9739,9.68778,-17.1426,0.112172,6.25594
10.985,9.69653,-17.1792,0.115498,6.26063
10.9961,9.7053,-17.216,0.11883,6.26534
11.0072,9.7141,-17.2529,0.122168,6.27005
11.0184,9.7229,-17.2899,0.125512,6.27478
11.0295,9.73173,-17.327,0.128862,6.27952
11.0407,9.74058,-17.3642,0.132218,6.28426
11.0519,9.74944,-17.4015,0.13558,6.28902
11.0632,9.75832,-17.439,0.138949,6.29379
11.0744,9.76722,-17.4765,0.142323,6.29856
11.0857,9.77614,-17.5142,0.145703,6.30335
11.097,9.78508,-17.552,0.14909,6.30815
11.1083,9.79403,-17.5899,0.152483,6.31296
11.1196,9.803,-17.6279,0.155882,6.31778
11.131,9.812,-17.666,0.159288,6.32261
11.1423,9.82101,-17.7042,0.162699,6.32745
11.1537,9.83004,-17.7426,0.166117,6.33231
11.1651,9.83909,-17.7811,0.169541,6.33717
11.1766,9.84815,-17.8197,0.172972,6.34204
11.188,9.85724,-17.8584,0.176409,6.34693
11.1995,9.86635,-17.8972,0.179852,6.35183
11.211,9.87547,-17.9361,0.183302,6.35673
11.2225,9.88462,-17.9752,0.186758,6.36165
11.2341,9.89378,-18.0143,0.190221,6.36658
11.2456,9.90296,-18.0536,0.19369,6.37152
11.2572,9.91216,-18.0931,0.197166,6.37647
11.2688,9.92139,-18.1326,0.200648,6.38144
11.2805,9.93063,-18.1722,0.204136,6.38641
11.2921,9.93989,-18.212,0.207632,6.3914
11.3038,9.94917,-18.2519,0.211134,6.3964
11.3155,9.95847,-18.2919,0.214642,6.4014
11.3272,9.96779,-18.3321,0.218158,6.40642
11.3389,9.97713,-18.3724,0.221679,6.41146
11.3507,9.98649,-18.4128,0.225208,6.4165
11.3625,9.99587,-18.4533,0.228743,6.42155
11.3743,10.0053,-18.4939,0.232286,6.42662
11.3861,10.0147,-18.5347,0.235834,6.4317
11.398,10.0241,-18.5756,0.23939,6.43679
11.4098,10.0336,-18.6166,0.242953,6.44189
11.4217,10.0431,-18.6578,0.246522,6.44701
11.4337,10.0526,-18.6991,0.250099,6.45213
11.4456,10.0621,-18.7405,0.253682,6.45727
11.4576,10.0716,-18.782,0.257272,6.46242
11.4696,10.0812,-18.8237,0.260869,6.46758
11.4816,10.0908,-18.8655,0.264474,6.47276
11.4936,10.1004,-18.9074,0.268085,6.47794
11.5057,10.11,-18.9495,0.271703,6.48314
11.5178,10.1197,-18.9917,0.275328,6.48835
11.5299,10.1293,-19.034,0.278961,6.49358
11.542,10.139,-19.0765,0.282601,6.49881
11.5542,10.1488,-19.1191,0.286247,6.50406
11.5663,10.1585,-19.1618,0.289901,6.50932
11.5785,10.1682,-19.2047,0.293563,6.5146
11.5908,10.178,-19.2477,0.297231,6.51988
11.603,10.1878,-19.2908,0.300907,6.52518
11.6153,10.1976,-19.3341,0.30459,6.53049
11.6276,10.2075,-19.3775,0.30828,6.53582
11.6399,10.2173,-19.4211,0.311978,6.54116
11.6523,10.2272,-19.4647,0.315683,6.54651
11.6647,10.2371,-19.5086,0.319396,6.55187
11.6771,10.2471,-19.5526,0.323116,6.55724
11.6895,10.257,-19.5967,0.326843,6.56263
11.7019,10.267,-19.6409,0.330578,6.56804
11.7144,10.277,-19.6853,0.334321,6.57345
11.7269,10.287,-19.7299,0.338071,6.57888
11.7394,10.2971,-19.7746,0.341829,6.58432
11.752,10.3071,-19.8194,0.345594,6.58978
11.7646,10.3172,-19.8644,0.349368,6.59525
11.7772,10.3273,-19.9095,0.353148,6.60073
11.7898,10.3374,-19.9548,0.356937,6.60623
11.8024,10.3476,-20.0002,0.360733,6.61174
11.8151,10.3578,-20.0457,0.364537,6.61726
11.8278,10.368,-20.0914,0.368349,6.6228
11.8406,10.3782,-20.1373,0.372169,6.62835
11.8533,10.3885,-20.1833,0.375996,6.63391
11.8661,10.3987,-20.2295,0.379832,6.63949
11.8789,10.409,-20.2758,0.383675,6.64508
11.8918,10.4194,-20.3223,0.387526,6.65069
11.9046,10.4297,-20.3689,0.391386,6.65631
11.9175,10.4401,-20.4156,0.395253,6.66195
11.9304,10.4505,-20.4626,0.399129,6.6676
11.9434,10.4609,-20.5096,0.403012,6.67326
11.9563,10.4713,-20.5569,0.406904,6.67894
11.9693,10.4818,-20.6043,0.410804,6.68463
11.9824,10.4923,-20.6518,0.414712,6.69034
11.9954,10.5028,-20.6995,0.418629,6.69606
12.0085,10.5133,-20.7474,0.422553,6.70179
12.0216,10.5239,-20.7954,0.426486,6.70755
12.0348,10.5345,-20.8436,0.430427,6.71331
12.0479,10.5451,-20.8919,0.434377,6.71909
12.0611,10.5557,-20.9405,0.438335,6.72489
12.0743,10.5664,-20.9891,0.442301,6.7307
12.0876,10.5771,-21.038,0.446276,6.73652
