V,K_I,Na_I,L_I,HCN_I
-2.72367,2.26851,-0.601265,-3.9971,-1.10151
-2.72524,2.26807,-0.60089,-3.99757,-1.10252
-2.72681,2.26763,-0.600516,-3.99804,-1.10353
-2.72837,2.26719,-0.600142,-3.99851,-1.10454
-2.72994,2.26675,-0.599769,-3.99898,-1.10555
-2.7315,2.26631,-0.599396,-3.99945,-1.10656
-2.73306,2.26587,-0.599024,-3.99992,-1.10757
-2.73462,2.26543,-0.598652,-4.00039,-1.10857
-2.73618,2.26499,-0.59828,-4.00085,-1.10958
-2.73773,2.26455,-0.597909,-4.00132,-1.11058
-2.73929,2.26411,-0.597538,-4.00179,-1.11159
-2.74084,2.26367,-0.597168,-4.00225,-1.11259
-2.74239,2.26324,-0.596798,-4.00272,-1.11359
-2.74394,2.2628,-0.596428,-4.00318,-1.11459
-2.74549,2.26236,-0.596059,-4.00365,-1.11559
-2.74704,2.26192,-0.59569,-4.00411,-1.11659
-2.74858,2.26149,-0.595322,-4.00458,-1.11759
-2.75013,2.26105,-0.594954,-4.00504,-1.11858
-2.75167,2.26061,-0.594586,-4.0055,-1.11958
-2.75321,2.26018,-0.594219,-4.00596,-1.12057
-2.75475,2.25974,-0.593853,-4.00643,-1.12157
-2.75629,2.2593,-0.593486,-4.00689,-1.12256
-2.75783,2.25887,-0.59312,-4.00735,-1.12355
-2.75936,2.25843,-0.592755,-4.00781,-1.12454
-2.76089,2.258,-0.59239,-4.00827,-1.12553
-2.76243,2.25756,-0.592025,-4.00873,-1.12652
-2.76396,2.25713,-0.591661,-4.00919,-1.12751
-2.76549,2.25669,-0.591297,-4.00965,-1.1285
-2.76701,2.25626,-0.590934,-4.0101,-1.12949
-2.76854,2.25583,-0.590571,-4.01056,-1.13047
-2.77006,2.25539,-0.590208,-4.01102,-1.13146
-2.77158,2.25496,-0.589846,-4.01148,-1.13244
-2.77311,2.25453,-0.589484,-4.01193,-1.13342
-2.77463,2.2541,-0.589123,-4.01239,-1.1344
-2.77614,2.25366,-0.588762,-4.01284,-1.13538
-2.77766,2.25323,-0.588401,-4.0133,-1.13636
-2.77918,2.2528,-0.588041,-4.01375,-1.13734
-2.78069,2.25237,-0.587682,-4.01421,-1.13832
-2.7822,2.25194,-0.587322,-4.01466,-1.1393
-2.78371,2.25151,-0.586963,-4.01511,-1.14027
-2.78522,2.25108,-0.586605,-4.01557,-1.14125
-2.78673,2.25065,-0.586247,-4.01602,-1.14222
-2.78824,2.25022,-0.585889,-4.01647,-1.1432
-2.78974,2.24979,-0.585532,-4.01692,-1.14417
-2.79124,2.24936,-0.585175,-4.01737,-1.14514
-2.79274,2.24893,-0.584819,-4.01782,-1.14611
-2.79424,2.2485,-0.584463,-4.01827,-1.14708
-2.79574,2.24807,-0.584107,-4.01872,-1.14805
-2.79724,2.24764,-0.583752,-4.01917,-1.14902
-2.79874,2.24721,-0.583397,-4.01962,-1.14998
-2.80023,2.24679,-0.583043,-4.02007,-1.15095
-2.80172,2.24636,-0.582689,-4.02052,-1.15191
-2.80321,2.24593,-0.582336,-4.02096,-1.15288
-2.8047,2.24551,-0.581983,-4.02141,-1.15384
-2.80619,2.24508,-0.58163,-4.02186,-1.1548
-2.80768,2.24465,-0.581278,-4.0223,-1.15576
-2.80916,2.24423,-0.580926,-4.02275,-1.15672
-2.81065,2.2438,-0.580575,-4.02319,-1.15768
-2.81213,2.24338,-0.580224,-4.02364,-1.15864
-2.81361,2.24295,-0.579873,-4.02408,-1.1596
-2.81509,2.24252,-0.579523,-4.02453,-1.16056
-2.81657,2.2421,-0.579173,-4.02497,-1.16151
-2.81805,2.24168,-0.578824,-4.02541,-1.16247
-2.81952,2.24125,-0.578475,-4.02586,-1.16342
-2.82099,2.24083,-0.578126,-4.0263,-1.16437
-2.82247,2.2404,-0.577778,-4.02674,-1.16533
-2.82394,2.23998,-0.577431,-4.02718,-1.16628
-2.82541,2.23956,-0.577083,-4.02762,-1.16723
-2.82687,2.23913,-0.576737,-4.02806,-1.16818
-2.82834,2.23871,-0.57639,-4.0285,-1.16913
-2.8298,2.23829,-0.576044,-4.02894,-1.17007
-2.83127,2.23787,-0.575699,-4.02938,-1.17102
-2.83273,2.23745,-0.575353,-4.02982,-1.17197
-2.83419,2.23702,-0.575009,-4.03026,-1.17291
-2.83565,2.2366,-0.574664,-4.03069,-1.17385
-2.83711,2.23618,-0.57432,-4.03113,-1.1748
-2.83856,2.23576,-0.573977,-4.03157,-1.17574
-2.84002,2.23534,-0.573634,-4.032,-1.17668
-2.84147,2.23492,-0.573291,-4.03244,-1.17762
-2.84292,2.2345,-0.572949,-4.03288,-1.17856
-2.84437,2.23408,-0.572607,-4.03331,-1.1795
-2.84582,2.23366,-0.572266,-4.03375,-1.18044
-2.84727,2.23324,-0.571925,-4.03418,-1.18137
-2.84871,2.23283,-0.571584,-4.03461,-1.18231
-2.85016,2.23241,-0.571244,-4.03505,-1.18324
-2.8516,2.23199,-0.570904,-4.03548,-1.18418
-2.85304,2.23157,-0.570565,-4.03591,-1.18511
-2.85448,2.23115,-0.570226,-4.03634,-1.18604
-2.85592,2.23074,-0.569887,-4.03678,-1.18697
-2.85736,2.23032,-0.569549,-4.03721,-1.1879
-2.85879,2.2299,-0.569211,-4.03764,-1.18883
-2.86023,2.22949,-0.568874,-4.03807,-1.18976
-2.86166,2.22907,-0.568537,-4.0385,-1.19069
-2.86309,2.22865,-0.568201,-4.03893,-1.19162
-2.86452,2.22824,-0.567865,-4.03936,-1.19254
-2.86595,2.22782,-0.567529,-4.03978,-1.19347
-2.86738,2.22741,-0.567194,-4.04021,-1.19439
-2.8688,2.22699,-0.566859,-4.04064,-1.19531
-2.87023,2.22658,-0.566525,-4.04107,-1.19624
-2.87165,2.22616,-0.566191,-4.04149,-1.19716
-2.87307,2.22575,-0.565857,-4.04192,-1.19808
-2.87449,2.22533,-0.565524,-4.04235,-1.199
-2.87591,2.22492,-0.565191,-4.04277,-1.19992
-2.87733,2.22451,-0.564859,-4.0432,-1.20083
-2.87874,2.22409,-0.564527,-4.04362,-1.20175
-2.88016,2.22368,-0.564196,-4.04405,-1.20267
-2.88157,2.22327,-0.563865,-4.04447,-1.20358
-2.88298,2.22286,-0.563534,-4.04489,-1.2045
-2.88439,2.22245,-0.563204,-4.04532,-1.20541
-2.8858,2.22203,-0.562874,-4.04574,-1.20632
-2.88721,2.22162,-0.562545,-4.04616,-1.20723
-2.88861,2.22121,-0.562216,-4.04658,-1.20815
-2.89001,2.2208,-0.561887,-4.047,-1.20906
-2.89142,2.22039,-0.561559,-4.04743,-1.20996
-2.89282,2.21998,-0.561231,-4.04785,-1.21087
-2.89422,2.21957,-0.560904,-4.04827,-1.21178
-2.89562,2.21916,-0.560577,-4.04869,-1.21269
-2.89702,2.21875,-0.56025,-4.0491,-1.21359
-2.89841,2.21834,-0.559924,-4.04952,-1.2145
-2.89981,2.21793,-0.559598,-4.04994,-1.2154
-2.9012,2.21752,-0.559273,-4.05036,-1.2163
-2.90259,2.21711,-0.558948,-4.05078,-1.2172
-2.90398,2.21671,-0.558624,-4.05119,-1.21811
-2.90537,2.2163,-0.5583,-4.05161,-1.21901
-2.90676,2.21589,-0.557976,-4.05203,-1.21991
-2.90814,2.21548,-0.557653,-4.05244,-1.2208
-2.90953,2.21508,-0.55733,-4.05286,-1.2217
-2.91091,2.21467,-0.557008,-4.05327,-1.2226
-2.91229,2.21426,-0.556686,-4.05369,-1.22349
-2.91367,2.21386,-0.556364,-4.0541,-1.22439
-2.91505,2.21345,-0.556043,-4.05452,-1.22528
-2.91643,2.21304,-0.555722,-4.05493,-1.22618
-2.91781,2.21264,-0.555402,-4.05534,-1.22707
-2.91918,2.21223,-0.555082,-4.05575,-1.22796
-2.92055,2.21183,-0.554762,-4.05617,-1.22885
-2.92193,2.21142,-0.554443,-4.05658,-1.22974
-2.9233,2.21102,-0.554124,-4.05699,-1.23063
-2.92467,2.21061,-0.553806,-4.0574,-1.23152
-2.92603,2.21021,-0.553488,-4.05781,-1.23241
-2.9274,2.20981,-0.553171,-4.05822,-1.23329
-2.92876,2.2094,-0.552854,-4.05863,-1.23418
-2.93013,2.209,-0.552537,-4.05904,-1.23506
-2.93149,2.2086,-0.552221,-4.05945,-1.23595
-2.93285,2.20819,-0.551905,-4.05986,-1.23683
-2.93421,2.20779,-0.551589,-4.06026,-1.23771
-2.93557,2.20739,-0.551274,-4.06067,-1.23859
-2.93693,2.20699,-0.55096,-4.06108,-1.23947
-2.93828,2.20659,-0.550645,-4.06148,-1.24035
-2.93964,2.20619,-0.550331,-4.06189,-1.24123
-2.94099,2.20578,-0.550018,-4.0623,-1.24211
-2.94234,2.20538,-0.549705,-4.0627,-1.24299
-2.94369,2.20498,-0.549392,-4.06311,-1.24386
-2.94504,2.20458,-0.54908,-4.06351,-1.24474
-2.94639,2.20418,-0.548768,-4.06392,-1.24561
-2.94773,2.20378,-0.548457,-4.06432,-1.24649
-2.94908,2.20338,-0.548146,-4.06472,-1.24736
-2.95042,2.20298,-0.547835,-4.06513,-1.24823
-2.95176,2.20258,-0.547525,-4.06553,-1.2491
-2.9531,2.20219,-0.547215,-4.06593,-1.24997
-2.95444,2.20179,-0.546906,-4.06633,-1.25084
-2.95578,2.20139,-0.546597,-4.06673,-1.25171
-2.95711,2.20099,-0.546288,-4.06713,-1.25258
-2.95845,2.20059,-0.54598,-4.06753,-1.25345
-2.95978,2.2002,-0.545672,-4.06794,-1.25431
-2.96112,2.1998,-0.545365,-4.06833,-1.25518
-2.96245,2.1994,-0.545058,-4.06873,-1.25604
-2.96378,2.19901,-0.544752,-4.06913,-1.2569
-2.9651,2.19861,-0.544445,-4.06953,-1.25777
-2.96643,2.19821,-0.54414,-4.06993,-1.25863
-2.96776,2.19782,-0.543834,-4.07033,-1.25949
-2.96908,2.19742,-0.543529,-4.07072,-1.26035
-2.9704,2.19703,-0.543225,-4.07112,-1.26121
-2.97173,2.19663,-0.542921,-4.07152,-1.26207
-2.97305,2.19624,-0.542617,-4.07191,-1.26293
-2.97436,2.19584,-0.542313,-4.07231,-1.26378
-2.97568,2.19545,-0.54201,-4.0727,-1.26464
-2.977,2.19505,-0.541708,-4.0731,-1.26549
-2.97831,2.19466,-0.541406,-4.07349,-1.26635
-2.97963,2.19427,-0.541104,-4.07389,-1.2672
-2.98094,2.19387,-0.540803,-4.07428,-1.26805
-2.98225,2.19348,-0.540502,-4.07467,-1.26891
-2.98356,2.19309,-0.540201,-4.07507,-1.26976
-2.98487,2.19269,-0.539901,-4.07546,-1.27061
-2.98617,2.1923,-0.539601,-4.07585,-1.27146
-2.98748,2.19191,-0.539302,-4.07624,-1.2723
-2.98878,2.19152,-0.539003,-4.07663,-1.27315
-2.99009,2.19113,-0.538704,-4.07703,-1.274
-2.99139,2.19074,-0.538406,-4.07742,-1.27485
-2.99269,2.19035,-0.538108,-4.07781,-1.27569
-2.99399,2.18995,-0.537811,-4.0782,-1.27653
-2.99528,2.18956,-0.537514,-4.07858,-1.27738
-2.99658,2.18917,-0.537217,-4.07897,-1.27822
-2.99787,2.18878,-0.536921,-4.07936,-1.27906
-2.99917,2.18839,-0.536625,-4.07975,-1.2799
-3.00046,2.18801,-0.53633,-4.08014,-1.28074
-3.00175,2.18762,-0.536035,-4.08052,-1.28158
-3.00304,2.18723,-0.53574,-4.08091,-1.28242
-3.00433,2.18684,-0.535446,-4.0813,-1.28326
-3.00561,2.18645,-0.535152,-4.08168,-1.2841
-3.0069,2.18606,-0.534858,-4.08207,-1.28493
-3.00818,2.18567,-0.534565,-4.08246,-1.28577
-3.00947,2.18529,-0.534273,-4.08284,-1.2866
-3.01075,2.1849,-0.53398,-4.08322,-1.28744
-3.01203,2.18451,-0.533688,-4.08361,-1.28827
-3.01331,2.18413,-0.533397,-4.08399,-1.2891
-3.01459,2.18374,-0.533106,-4.08438,-1.28993
-3.01586,2.18335,-0.532815,-4.08476,-1.29076
-3.01714,2.18297,-0.532525,-4.08514,-1.29159
-3.01841,2.18258,-0.532235,-4.08552,-1.29242
-3.01968,2.1822,-0.531945,-4.0859,-1.29325
-3.02095,2.18181,-0.531656,-4.08629,-1.29408
-3.02222,2.18143,-0.531367,-4.08667,-1.2949
-3.02349,2.18104,-0.531079,-4.08705,-1.29573
-3.02476,2.18066,-0.530791,-4.08743,-1.29655
-3.02603,2.18027,-0.530503,-4.08781,-1.29738
-3.02729,2.17989,-0.530216,-4.08819,-1.2982
-3.02855,2.1795,-0.529929,-4.08857,-1.29902
-3.02982,2.17912,-0.529643,-4.08894,-1.29984
-3.03108,2.17874,-0.529357,-4.08932,-1.30066
-3.03234,2.17835,-0.529071,-4.0897,-1.30148
-3.03359,2.17797,-0.528786,-4.09008,-1.3023
-3.03485,2.17759,-0.528501,-4.09046,-1.30312
-3.03611,2.17721,-0.528216,-4.09083,-1.30394
-3.03736,2.17682,-0.527932,-4.09121,-1.30476
-3.03861,2.17644,-0.527648,-4.09158,-1.30557
-3.03986,2.17606,-0.527365,-4.09196,-1.30639
-3.04111,2.17568,-0.527082,-4.09233,-1.3072
-3.04236,2.1753,-0.526799,-4.09271,-1.30801
-3.04361,2.17492,-0.526517,-4.09308,-1.30883
-3.04486,2.17454,-0.526235,-4.09346,-1.30964
-3.0461,2.17416,-0.525954,-4.09383,-1.31045
-3.04735,2.17378,-0.525673,-4.0942,-1.31126
-3.04859,2.1734,-0.525392,-4.09458,-1.31207
-3.04983,2.17302,-0.525112,-4.09495,-1.31288
-3.05107,2.17264,-0.524832,-4.09532,-1.31369
-3.05231,2.17226,-0.524552,-4.09569,-1.31449
-3.05355,2.17188,-0.524273,-4.09606,-1.3153
-3.05478,2.1715,-0.523994,-4.09644,-1.3161
-3.05602,2.17113,-0.523716,-4.09681,-1.31691
-3.05725,2.17075,-0.523438,-4.09718,-1.31771
-3.05849,2.17037,-0.52316,-4.09755,-1.31852
-3.05972,2.16999,-0.522883,-4.09791,-1.31932
-3.06095,2.16962,-0.522606,-4.09828,-1.32012
-3.06217,2.16924,-0.522329,-4.09865,-1.32092
-3.0634,2.16886,-0.522053,-4.09902,-1.32172
-3.06463,2.16848,-0.521777,-4.09939,-1.32252
-3.06585,2.16811,-0.521502,-4.09976,-1.32332
-3.06708,2.16773,-0.521227,-4.10012,-1.32412
-3.0683,2.16736,-0.520952,-4.10049,-1.32491
-3.06952,2.16698,-0.520678,-4.10086,-1.32571
-3.07074,2.16661,-0.520404,-4.10122,-1.3265
-3.07196,2.16623,-0.520131,-4.10159,-1.3273
-3.07318,2.16586,-0.519857,-4.10195,-1.32809
-3.07439,2.16548,-0.519585,-4.10232,-1.32889
-3.07561,2.16511,-0.519312,-4.10268,-1.32968
-3.07682,2.16473,-0.51904,-4.10305,-1.33047
-3.07803,2.16436,-0.518768,-4.10341,-1.33126
-3.07924,2.16399,-0.518497,-4.10377,-1.33205
-3.08045,2.16361,-0.518226,-4.10414,-1.33284
-3.08166,2.16324,-0.517956,-4.1045,-1.33363
-3.08287,2.16287,-0.517686,-4.10486,-1.33441
-3.08407,2.1625,-0.517416,-4.10522,-1.3352
-3.08528,2.16212,-0.517146,-4.10558,-1.33599
-3.08648,2.16175,-0.516877,-4.10594,-1.33677
-3.08768,2.16138,-0.516609,-4.10631,-1.33756
-3.08888,2.16101,-0.51634,-4.10667,-1.33834
-3.09008,2.16064,-0.516072,-4.10703,-1.33912
-3.09128,2.16027,-0.515805,-4.10738,-1.3399
-3.09248,2.1599,-0.515538,-4.10774,-1.34068
-3.09368,2.15953,-0.515271,-4.1081,-1.34147
-3.09487,2.15916,-0.515004,-4.10846,-1.34225
-3.09606,2.15879,-0.514738,-4.10882,-1.34302
-3.09726,2.15842,-0.514472,-4.10918,-1.3438
-3.09845,2.15805,-0.514207,-4.10953,-1.34458
-3.09964,2.15768,-0.513942,-4.10989,-1.34536
-3.10083,2.15731,-0.513677,-4.11025,-1.34613
-3.10201,2.15694,-0.513413,-4.1106,-1.34691
-3.1032,2.15657,-0.513149,-4.11096,-1.34768
-3.10438,2.1562,-0.512886,-4.11131,-1.34845
-3.10557,2.15583,-0.512622,-4.11167,-1.34923
-3.10675,2.15547,-0.51236,-4.11202,-1.35
-3.10793,2.1551,-0.512097,-4.11238,-1.35077
-3.10911,2.15473,-0.511835,-4.11273,-1.35154
-3.11029,2.15436,-0.511573,-4.11309,-1.35231
-3.11147,2.154,-0.511312,-4.11344,-1.35308
-3.11264,2.15363,-0.511051,-4.11379,-1.35385
-3.11382,2.15327,-0.51079,-4.11415,-1.35461
-3.11499,2.1529,-0.51053,-4.1145,-1.35538
-3.11616,2.15253,-0.51027,-4.11485,-1.35615
-3.11733,2.15217,-0.51001,-4.1152,-1.35691
-3.1185,2.1518,-0.509751,-4.11555,-1.35768
-3.11967,2.15144,-0.509492,-4.1159,-1.35844
-3.12084,2.15107,-0.509234,-4.11625,-1.3592
-3.12201,2.15071,-0.508976,-4.1166,-1.35997
-3.12317,2.15034,-0.508718,-4.11695,-1.36073
-3.12434,2.14998,-0.508461,-4.1173,-1.36149
-3.1255,2.14962,-0.508204,-4.11765,-1.36225
-3.12666,2.14925,-0.507947,-4.118,-1.36301
-3.12782,2.14889,-0.50769,-4.11835,-1.36376
-3.12898,2.14853,-0.507435,-4.11869,-1.36452
-3.13014,2.14816,-0.507179,-4.11904,-1.36528
-3.13129,2.1478,-0.506924,-4.11939,-1.36603
-3.13245,2.14744,-0.506669,-4.11974,-1.36679
-3.1336,2.14708,-0.506414,-4.12008,-1.36754
-3.13476,2.14671,-0.50616,-4.12043,-1.3683
-3.13591,2.14635,-0.505906,-4.12077,-1.36905
-3.13706,2.14599,-0.505653,-4.12112,-1.3698
-3.13821,2.14563,-0.505399,-4.12146,-1.37055
-3.13936,2.14527,-0.505147,-4.12181,-1.37131
-3.1405,2.14491,-0.504894,-4.12215,-1.37206
-3.14165,2.14455,-0.504642,-4.1225,-1.3728
-3.1428,2.14419,-0.50439,-4.12284,-1.37355
-3.14394,2.14383,-0.504139,-4.12318,-1.3743
-3.14508,2.14347,-0.503888,-4.12352,-1.37505
-3.14622,2.14311,-0.503637,-4.12387,-1.37579
-3.14736,2.14275,-0.503387,-4.12421,-1.37654
-3.1485,2.14239,-0.503137,-4.12455,-1.37728
-3.14964,2.14203,-0.502887,-4.12489,-1.37803
-3.15077,2.14167,-0.502638,-4.12523,-1.37877
-3.15191,2.14132,-0.502389,-4.12557,-1.37951
-3.15304,2.14096,-0.50214,-4.12591,-1.38026
-3.15418,2.1406,-0.501892,-4.12625,-1.381
-3.15531,2.14024,-0.501644,-4.12659,-1.38174
-3.15644,2.13988,-0.501397,-4.12693,-1.38248
-3.15757,2.13953,-0.50115,-4.12727,-1.38322
-3.15869,2.13917,-0.500903,-4.12761,-1.38395
-3.15982,2.13881,-0.500656,-4.12795,-1.38469
-3.16095,2.13846,-0.50041,-4.12828,-1.38543
-3.16207,2.1381,-0.500164,-4.12862,-1.38616
-3.16319,2.13775,-0.499919,-4.12896,-1.3869
-3.16432,2.13739,-0.499674,-4.12929,-1.38763
-3.16544,2.13703,-0.499429,-4.12963,-1.38837
-3.16656,2.13668,-0.499184,-4.12997,-1.3891
-3.16767,2.13632,-0.49894,-4.1303,-1.38983
-3.16879,2.13597,-0.498697,-4.13064,-1.39056
-3.16991,2.13562,-0.498453,-4.13097,-1.3913
-3.17102,2.13526,-0.49821,-4.13131,-1.39203
-3.17214,2.13491,-0.497967,-4.13164,-1.39275
-3.17325,2.13455,-0.497725,-4.13197,-1.39348
-3.17436,2.1342,-0.497483,-4.13231,-1.39421
-3.17547,2.13385,-0.497241,-4.13264,-1.39494
-3.17658,2.13349,-0.497,-4.13297,-1.39566
-3.17769,2.13314,-0.496759,-4.13331,-1.39639
-3.17879,2.13279,-0.496518,-4.13364,-1.39712
-3.1799,2.13244,-0.496278,-4.13397,-1.39784
-3.181,2.13208,-0.496038,-4.1343,-1.39856
-3.18211,2.13173,-0.495798,-4.13463,-1.39929
-3.18321,2.13138,-0.495559,-4.13496,-1.40001
-3.18431,2.13103,-0.49532,-4.13529,-1.40073
-3.18541,2.13068,-0.495081,-4.13562,-1.40145
-3.18651,2.13033,-0.494843,-4.13595,-1.40217
-3.18761,2.12998,-0.494605,-4.13628,-1.40289
-3.1887,2.12963,-0.494367,-4.13661,-1.40361
-3.1898,2.12928,-0.49413,-4.13694,-1.40432
-3.19089,2.12893,-0.493893,-4.13727,-1.40504
-3.19198,2.12858,-0.493656,-4.1376,-1.40576
-3.19308,2.12823,-0.49342,-4.13792,-1.40647
-3.19417,2.12788,-0.493184,-4.13825,-1.40719
-3.19525,2.12753,-0.492948,-4.13858,-1.4079
-3.19634,2.12718,-0.492713,-4.1389,-1.40862
-3.19743,2.12683,-0.492478,-4.13923,-1.40933
-3.19852,2.12648,-0.492243,-4.13955,-1.41004
-3.1996,2.12614,-0.492009,-4.13988,-1.41075
-3.20068,2.12579,-0.491775,-4.14021,-1.41146
-3.20177,2.12544,-0.491541,-4.14053,-1.41217
-3.20285,2.12509,-0.491308,-4.14085,-1.41288
-3.20393,2.12475,-0.491075,-4.14118,-1.41359
-3.20501,2.1244,-0.490842,-4.1415,-1.4143
-3.20608,2.12405,-0.49061,-4.14183,-1.415
-3.20716,2.12371,-0.490378,-4.14215,-1.41571
-3.20824,2.12336,-0.490146,-4.14247,-1.41642
-3.20931,2.12301,-0.489915,-4.14279,-1.41712
-3.21038,2.12267,-0.489684,-4.14312,-1.41782
-3.21146,2.12232,-0.489453,-4.14344,-1.41853
-3.21253,2.12198,-0.489223,-4.14376,-1.41923
-3.2136,2.12163,-0.488993,-4.14408,-1.41993
-3.21466,2.12129,-0.488763,-4.1444,-1.42063
-3.21573,2.12094,-0.488534,-4.14472,-1.42133
-3.2168,2.1206,-0.488305,-4.14504,-1.42203
-3.21786,2.12026,-0.488076,-4.14536,-1.42273
-3.21893,2.11991,-0.487847,-4.14568,-1.42343
-3.21999,2.11957,-0.487619,-4.146,-1.42413
-3.22105,2.11923,-0.487391,-4.14632,-1.42483
-3.22211,2.11888,-0.487164,-4.14663,-1.42552
-3.22317,2.11854,-0.486937,-4.14695,-1.42622
-3.22423,2.1182,-0.48671,-4.14727,-1.42691
-3.22529,2.11785,-0.486484,-4.14759,-1.42761
-3.22635,2.11751,-0.486257,-4.1479,-1.4283
-3.2274,2.11717,-0.486032,-4.14822,-1.42899
-3.22845,2.11683,-0.485806,-4.14854,-1.42969
-3.22951,2.11649,-0.485581,-4.14885,-1.43038
-3.23056,2.11615,-0.485356,-4.14917,-1.43107
-3.23161,2.1158,-0.485131,-4.14948,-1.43176
-3.23266,2.11546,-0.484907,-4.1498,-1.43245
-3.23371,2.11512,-0.484683,-4.15011,-1.43314
-3.23475,2.11478,-0.48446,-4.15043,-1.43382
-3.2358,2.11444,-0.484236,-4.15074,-1.43451
-3.23684,2.1141,-0.484013,-4.15105,-1.4352
-3.23789,2.11376,-0.483791,-4.15137,-1.43588
-3.23893,2.11342,-0.483568,-4.15168,-1.43657
-3.23997,2.11308,-0.483346,-4.15199,-1.43725
-3.24101,2.11275,-0.483125,-4.1523,-1.43794
-3.24205,2.11241,-0.482903,-4.15262,-1.43862
-3.24309,2.11207,-0.482682,-4.15293,-1.4393
-3.24413,2.11173,-0.482461,-4.15324,-1.43998
-3.24516,2.11139,-0.482241,-4.15355,-1.44067
-3.2462,2.11105,-0.482021,-4.15386,-1.44135
-3.24723,2.11072,-0.481801,-4.15417,-1.44202
-3.24827,2.11038,-0.481581,-4.15448,-1.4427
-3.2493,2.11004,-0.481362,-4.15479,-1.44338
-3.25033,2.10971,-0.481143,-4.1551,-1.44406
-3.25136,2.10937,-0.480925,-4.15541,-1.44474
-3.25239,2.10903,-0.480707,-4.15572,-1.44541
-3.25341,2.1087,-0.480489,-4.15602,-1.44609
-3.25444,2.10836,-0.480271,-4.15633,-1.44676
-3.25546,2.10802,-0.480054,-4.15664,-1.44744
-3.25649,2.10769,-0.479837,-4.15695,-1.44811
-3.25751,2.10735,-0.47962,-4.15725,-1.44878
-3.25853,2.10702,-0.479404,-4.15756,-1.44946
-3.25955,2.10668,-0.479187,-4.15787,-1.45013
-3.26057,2.10635,-0.478972,-4.15817,-1.4508
-3.26159,2.10601,-0.478756,-4.15848,-1.45147
-3.26261,2.10568,-0.478541,-4.15878,-1.45214
-3.26362,2.10535,-0.478326,-4.15909,-1.45281
-3.26464,2.10501,-0.478112,-4.15939,-1.45347
-3.26565,2.10468,-0.477897,-4.1597,-1.45414
-3.26667,2.10435,-0.477683,-4.16,-1.45481
-3.26768,2.10401,-0.47747,-4.1603,-1.45547
-3.26869,2.10368,-0.477256,-4.16061,-1.45614
-3.2697,2.10335,-0.477043,-4.16091,-1.4568
-3.27071,2.10301,-0.476831,-4.16121,-1.45747
-3.27172,2.10268,-0.476618,-4.16151,-1.45813
-3.27272,2.10235,-0.476406,-4.16182,-1.45879
-3.27373,2.10202,-0.476194,-4.16212,-1.45945
-3.27473,2.10169,-0.475983,-4.16242,-1.46012
-3.27573,2.10136,-0.475772,-4.16272,-1.46078
-3.27674,2.10103,-0.475561,-4.16302,-1.46144
-3.27774,2.10069,-0.47535,-4.16332,-1.4621
-3.27874,2.10036,-0.47514,-4.16362,-1.46275
-3.27974,2.10003,-0.47493,-4.16392,-1.46341
-3.28073,2.0997,-0.47472,-4.16422,-1.46407
-3.28173,2.09937,-0.474511,-4.16452,-1.46473
-3.28273,2.09904,-0.474302,-4.16482,-1.46538
-3.28372,2.09871,-0.474093,-4.16512,-1.46604
-3.28471,2.09839,-0.473884,-4.16541,-1.46669
-3.28571,2.09806,-0.473676,-4.16571,-1.46734
-3.2867,2.09773,-0.473468,-4.16601,-1.468
-3.28769,2.0974,-0.473261,-4.16631,-1.46865
-3.28868,2.09707,-0.473053,-4.1666,-1.4693
-3.28967,2.09674,-0.472846,-4.1669,-1.46995
-3.29065,2.09642,-0.47264,-4.1672,-1.4706
-3.29164,2.09609,-0.472433,-4.16749,-1.47125
-3.29262,2.09576,-0.472227,-4.16779,-1.4719
-3.29361,2.09543,-0.472021,-4.16808,-1.47255
-3.29459,2.09511,-0.471816,-4.16838,-1.4732
-3.29557,2.09478,-0.47161,-4.16867,-1.47385
-3.29655,2.09445,-0.471406,-4.16897,-1.47449
-3.29753,2.09413,-0.471201,-4.16926,-1.47514
-3.29851,2.0938,-0.470997,-4.16955,-1.47578
-3.29949,2.09347,-0.470792,-4.16985,-1.47643
-3.30046,2.09315,-0.470589,-4.17014,-1.47707
-3.30144,2.09282,-0.470385,-4.17043,-1.47772
-3.30241,2.0925,-0.470182,-4.17072,-1.47836
-3.30339,2.09217,-0.469979,-4.17102,-1.479
-3.30436,2.09185,-0.469776,-4.17131,-1.47964
-3.30533,2.09152,-0.469574,-4.1716,-1.48028
-3.3063,2.0912,-0.469372,-4.17189,-1.48092
-3.30727,2.09088,-0.46917,-4.17218,-1.48156
-3.30824,2.09055,-0.468969,-4.17247,-1.4822
-3.3092,2.09023,-0.468768,-4.17276,-1.48284
-3.31017,2.0899,-0.468567,-4.17305,-1.48347
-3.31114,2.08958,-0.468366,-4.17334,-1.48411
-3.3121,2.08926,-0.468166,-4.17363,-1.48475
-3.31306,2.08894,-0.467966,-4.17392,-1.48538
-3.31402,2.08861,-0.467766,-4.17421,-1.48602
-3.31498,2.08829,-0.467567,-4.1745,-1.48665
-3.31594,2.08797,-0.467368,-4.17478,-1.48728
-3.3169,2.08765,-0.467169,-4.17507,-1.48792
-3.31786,2.08732,-0.46697,-4.17536,-1.48855
-3.31882,2.087,-0.466772,-4.17564,-1.48918
-3.31977,2.08668,-0.466574,-4.17593,-1.48981
-3.32073,2.08636,-0.466376,-4.17622,-1.49044
