V,K_I,Na_I,L_I,HCN_I
-3.47753,4.82862,-0.287973,-4.22326,-1.21493
-3.47663,4.82827,-0.288083,-4.22299,-1.21456
-3.47574,4.82793,-0.288194,-4.22272,-1.21418
-3.47484,4.82758,-0.288305,-4.22245,-1.2138
-3.47394,4.82723,-0.288416,-4.22218,-1.21343
-3.47304,4.82689,-0.288527,-4.22191,-1.21305
-3.47215,4.82654,-0.288638,-4.22164,-1.21268
-3.47125,4.8262,-0.288749,-4.22138,-1.2123
-3.47036,4.82585,-0.28886,-4.22111,-1.21192
-3.46946,4.8255,-0.288971,-4.22084,-1.21155
-3.46856,4.82516,-0.289082,-4.22057,-1.21117
-3.46767,4.82481,-0.289193,-4.2203,-1.2108
-3.46677,4.82447,-0.289304,-4.22003,-1.21042
-3.46588,4.82412,-0.289415,-4.21976,-1.21004
-3.46498,4.82377,-0.289526,-4.21949,-1.20967
-3.46409,4.82343,-0.289637,-4.21923,-1.20929
-3.46319,4.82308,-0.289748,-4.21896,-1.20892
-3.4623,4.82274,-0.289859,-4.21869,-1.20854
-3.4614,4.82239,-0.289971,-4.21842,-1.20816
-3.46051,4.82205,-0.290082,-4.21815,-1.20779
-3.45962,4.8217,-0.290193,-4.21788,-1.20741
-3.45872,4.82136,-0.290304,-4.21762,-1.20704
-3.45783,4.82101,-0.290415,-4.21735,-1.20666
-3.45693,4.82067,-0.290527,-4.21708,-1.20629
-3.45604,4.82032,-0.290638,-4.21681,-1.20591
-3.45515,4.81998,-0.290749,-4.21654,-1.20553
-3.45426,4.81963,-0.29086,-4.21628,-1.20516
-3.45336,4.81929,-0.290972,-4.21601,-1.20478
-3.45247,4.81895,-0.291083,-4.21574,-1.20441
-3.45158,4.8186,-0.291194,-4.21547,-1.20403
-3.45069,4.81826,-0.291306,-4.21521,-1.20366
-3.44979,4.81791,-0.291417,-4.21494,-1.20328
-3.4489,4.81757,-0.291529,-4.21467,-1.20291
-3.44801,4.81723,-0.29164,-4.2144,-1.20253
-3.44712,4.81688,-0.291751,-4.21414,-1.20216
-3.44623,4.81654,-0.291863,-4.21387,-1.20178
-3.44534,4.8162,-0.291974,-4.2136,-1.20141
-3.44445,4.81585,-0.292086,-4.21333,-1.20103
-3.44356,4.81551,-0.292197,-4.21307,-1.20066
-3.44267,4.81517,-0.292309,-4.2128,-1.20028
-3.44178,4.81482,-0.29242,-4.21253,-1.19991
-3.44089,4.81448,-0.292532,-4.21227,-1.19953
-3.44,4.81414,-0.292644,-4.212,-1.19916
-3.43911,4.8138,-0.292755,-4.21173,-1.19878
-3.43822,4.81345,-0.292867,-4.21146,-1.19841
-3.43733,4.81311,-0.292978,-4.2112,-1.19803
-3.43644,4.81277,-0.29309,-4.21093,-1.19766
-3.43555,4.81243,-0.293202,-4.21066,-1.19728
-3.43466,4.81208,-0.293313,-4.2104,-1.19691
-3.43377,4.81174,-0.293425,-4.21013,-1.19653
-3.43288,4.8114,-0.293537,-4.20987,-1.19616
-3.432,4.81106,-0.293649,-4.2096,-1.19578
-3.43111,4.81072,-0.29376,-4.20933,-1.19541
-3.43022,4.81037,-0.293872,-4.20907,-1.19503
-3.42933,4.81003,-0.293984,-4.2088,-1.19466
-3.42844,4.80969,-0.294096,-4.20853,-1.19428
-3.42756,4.80935,-0.294208,-4.20827,-1.19391
-3.42667,4.80901,-0.294319,-4.208,-1.19353
-3.42578,4.80867,-0.294431,-4.20774,-1.19316
-3.4249,4.80832,-0.294543,-4.20747,-1.19278
-3.42401,4.80798,-0.294655,-4.2072,-1.19241
-3.42312,4.80764,-0.294767,-4.20694,-1.19204
-3.42224,4.8073,-0.294879,-4.20667,-1.19166
-3.42135,4.80696,-0.294991,-4.20641,-1.19129
-3.42047,4.80662,-0.295103,-4.20614,-1.19091
-3.41958,4.80628,-0.295215,-4.20587,-1.19054
-3.4187,4.80594,-0.295327,-4.20561,-1.19016
-3.41781,4.8056,-0.295439,-4.20534,-1.18979
-3.41693,4.80526,-0.295551,-4.20508,-1.18942
-3.41604,4.80492,-0.295663,-4.20481,-1.18904
-3.41516,4.80458,-0.295775,-4.20455,-1.18867
-3.41427,4.80424,-0.295887,-4.20428,-1.18829
-3.41339,4.8039,-0.295999,-4.20402,-1.18792
-3.4125,4.80356,-0.296112,-4.20375,-1.18755
-3.41162,4.80322,-0.296224,-4.20349,-1.18717
-3.41074,4.80288,-0.296336,-4.20322,-1.1868
-3.40985,4.80254,-0.296448,-4.20296,-1.18642
-3.40897,4.8022,-0.29656,-4.20269,-1.18605
-3.40809,4.80186,-0.296672,-4.20243,-1.18568
-3.4072,4.80152,-0.296785,-4.20216,-1.1853
-3.40632,4.80118,-0.296897,-4.2019,-1.18493
-3.40544,4.80084,-0.297009,-4.20163,-1.18455
-3.40456,4.80051,-0.297122,-4.20137,-1.18418
-3.40367,4.80017,-0.297234,-4.2011,-1.18381
-3.40279,4.79983,-0.297346,-4.20084,-1.18343
-3.40191,4.79949,-0.297459,-4.20057,-1.18306
-3.40103,4.79915,-0.297571,-4.20031,-1.18269
-3.40015,4.79881,-0.297683,-4.20004,-1.18231
-3.39927,4.79847,-0.297796,-4.19978,-1.18194
-3.39838,4.79814,-0.297908,-4.19952,-1.18157
-3.3975,4.7978,-0.298021,-4.19925,-1.18119
-3.39662,4.79746,-0.298133,-4.19899,-1.18082
-3.39574,4.79712,-0.298245,-4.19872,-1.18045
-3.39486,4.79678,-0.298358,-4.19846,-1.18007
-3.39398,4.79645,-0.29847,-4.19819,-1.1797
-3.3931,4.79611,-0.298583,-4.19793,-1.17933
-3.39222,4.79577,-0.298696,-4.19767,-1.17895
-3.39134,4.79543,-0.298808,-4.1974,-1.17858
-3.39046,4.7951,-0.298921,-4.19714,-1.17821
-3.38958,4.79476,-0.299033,-4.19688,-1.17783
-3.38871,4.79442,-0.299146,-4.19661,-1.17746
-3.38783,4.79409,-0.299258,-4.19635,-1.17709
-3.38695,4.79375,-0.299371,-4.19608,-1.17671
-3.38607,4.79341,-0.299484,-4.19582,-1.17634
-3.38519,4.79307,-0.299596,-4.19556,-1.17597
-3.38431,4.79274,-0.299709,-4.19529,-1.17559
-3.38344,4.7924,-0.299822,-4.19503,-1.17522
-3.38256,4.79207,-0.299935,-4.19477,-1.17485
-3.38168,4.79173,-0.300047,-4.1945,-1.17448
-3.3808,4.79139,-0.30016,-4.19424,-1.1741
-3.37993,4.79106,-0.300273,-4.19398,-1.17373
-3.37905,4.79072,-0.300386,-4.19371,-1.17336
-3.37817,4.79038,-0.300499,-4.19345,-1.17298
-3.3773,4.79005,-0.300611,-4.19319,-1.17261
-3.37642,4.78971,-0.300724,-4.19293,-1.17224
-3.37554,4.78938,-0.300837,-4.19266,-1.17187
-3.37467,4.78904,-0.30095,-4.1924,-1.17149
-3.37379,4.78871,-0.301063,-4.19214,-1.17112
-3.37292,4.78837,-0.301176,-4.19187,-1.17075
-3.37204,4.78804,-0.301289,-4.19161,-1.17038
-3.37116,4.7877,-0.301402,-4.19135,-1.17
-3.37029,4.78737,-0.301515,-4.19109,-1.16963
-3.36941,4.78703,-0.301628,-4.19082,-1.16926
-3.36854,4.7867,-0.301741,-4.19056,-1.16889
-3.36767,4.78636,-0.301854,-4.1903,-1.16851
-3.36679,4.78603,-0.301967,-4.19004,-1.16814
-3.36592,4.78569,-0.30208,-4.18978,-1.16777
-3.36504,4.78536,-0.302193,-4.18951,-1.1674
-3.36417,4.78502,-0.302306,-4.18925,-1.16702
-3.3633,4.78469,-0.302419,-4.18899,-1.16665
-3.36242,4.78435,-0.302532,-4.18873,-1.16628
-3.36155,4.78402,-0.302645,-4.18846,-1.16591
-3.36068,4.78369,-0.302759,-4.1882,-1.16554
-3.3598,4.78335,-0.302872,-4.18794,-1.16516
-3.35893,4.78302,-0.302985,-4.18768,-1.16479
-3.35806,4.78268,-0.303098,-4.18742,-1.16442
-3.35719,4.78235,-0.303211,-4.18716,-1.16405
-3.35631,4.78202,-0.303325,-4.18689,-1.16368
-3.35544,4.78168,-0.303438,-4.18663,-1.1633
-3.35457,4.78135,-0.303551,-4.18637,-1.16293
-3.3537,4.78102,-0.303664,-4.18611,-1.16256
-3.35283,4.78068,-0.303778,-4.18585,-1.16219
-3.35196,4.78035,-0.303891,-4.18559,-1.16182
-3.35109,4.78002,-0.304004,-4.18533,-1.16145
-3.35022,4.77969,-0.304118,-4.18506,-1.16107
-3.34934,4.77935,-0.304231,-4.1848,-1.1607
-3.34847,4.77902,-0.304345,-4.18454,-1.16033
-3.3476,4.77869,-0.304458,-4.18428,-1.15996
-3.34673,4.77836,-0.304571,-4.18402,-1.15959
-3.34586,4.77802,-0.304685,-4.18376,-1.15922
-3.34499,4.77769,-0.304798,-4.1835,-1.15884
-3.34412,4.77736,-0.304912,-4.18324,-1.15847
-3.34326,4.77703,-0.305025,-4.18298,-1.1581
-3.34239,4.77669,-0.305139,-4.18272,-1.15773
-3.34152,4.77636,-0.305252,-4.18246,-1.15736
-3.34065,4.77603,-0.305366,-4.18219,-1.15699
-3.33978,4.7757,-0.30548,-4.18193,-1.15662
-3.33891,4.77537,-0.305593,-4.18167,-1.15625
-3.33804,4.77504,-0.305707,-4.18141,-1.15587
-3.33718,4.77471,-0.30582,-4.18115,-1.1555
-3.33631,4.77437,-0.305934,-4.18089,-1.15513
-3.33544,4.77404,-0.306048,-4.18063,-1.15476
-3.33457,4.77371,-0.306161,-4.18037,-1.15439
-3.33371,4.77338,-0.306275,-4.18011,-1.15402
-3.33284,4.77305,-0.306389,-4.17985,-1.15365
-3.33197,4.77272,-0.306502,-4.17959,-1.15328
-3.33111,4.77239,-0.306616,-4.17933,-1.15291
-3.33024,4.77206,-0.30673,-4.17907,-1.15254
-3.32937,4.77173,-0.306844,-4.17881,-1.15216
-3.32851,4.7714,-0.306957,-4.17855,-1.15179
-3.32764,4.77107,-0.307071,-4.17829,-1.15142
-3.32678,4.77074,-0.307185,-4.17803,-1.15105
-3.32591,4.77041,-0.307299,-4.17777,-1.15068
-3.32504,4.77008,-0.307413,-4.17751,-1.15031
-3.32418,4.76975,-0.307527,-4.17725,-1.14994
-3.32331,4.76942,-0.307641,-4.17699,-1.14957
-3.32245,4.76909,-0.307754,-4.17673,-1.1492
-3.32158,4.76876,-0.307868,-4.17648,-1.14883
-3.32072,4.76843,-0.307982,-4.17622,-1.14846
-3.31986,4.7681,-0.308096,-4.17596,-1.14809
-3.31899,4.76777,-0.30821,-4.1757,-1.14772
-3.31813,4.76744,-0.308324,-4.17544,-1.14735
-3.31726,4.76711,-0.308438,-4.17518,-1.14698
-3.3164,4.76678,-0.308552,-4.17492,-1.14661
-3.31554,4.76645,-0.308666,-4.17466,-1.14624
-3.31467,4.76612,-0.30878,-4.1744,-1.14587
-3.31381,4.7658,-0.308894,-4.17414,-1.1455
-3.31295,4.76547,-0.309008,-4.17388,-1.14513
-3.31209,4.76514,-0.309123,-4.17363,-1.14476
-3.31122,4.76481,-0.309237,-4.17337,-1.14439
-3.31036,4.76448,-0.309351,-4.17311,-1.14402
-3.3095,4.76415,-0.309465,-4.17285,-1.14365
-3.30864,4.76383,-0.309579,-4.17259,-1.14328
-3.30778,4.7635,-0.309693,-4.17233,-1.14291
-3.30692,4.76317,-0.309808,-4.17207,-1.14254
-3.30605,4.76284,-0.309922,-4.17182,-1.14217
-3.30519,4.76251,-0.310036,-4.17156,-1.1418
-3.30433,4.76219,-0.31015,-4.1713,-1.14143
-3.30347,4.76186,-0.310264,-4.17104,-1.14106
-3.30261,4.76153,-0.310379,-4.17078,-1.14069
-3.30175,4.7612,-0.310493,-4.17053,-1.14032
-3.30089,4.76088,-0.310607,-4.17027,-1.13995
-3.30003,4.76055,-0.310722,-4.17001,-1.13958
-3.29917,4.76022,-0.310836,-4.16975,-1.13921
-3.29831,4.7599,-0.31095,-4.16949,-1.13884
-3.29745,4.75957,-0.311065,-4.16924,-1.13847
-3.29659,4.75924,-0.311179,-4.16898,-1.1381
-3.29573,4.75892,-0.311294,-4.16872,-1.13773
-3.29487,4.75859,-0.311408,-4.16846,-1.13736
-3.29402,4.75826,-0.311522,-4.1682,-1.13699
-3.29316,4.75794,-0.311637,-4.16795,-1.13662
-3.2923,4.75761,-0.311751,-4.16769,-1.13625
-3.29144,4.75728,-0.311866,-4.16743,-1.13588
-3.29058,4.75696,-0.31198,-4.16717,-1.13551
-3.28973,4.75663,-0.312095,-4.16692,-1.13514
-3.28887,4.75631,-0.31221,-4.16666,-1.13478
-3.28801,4.75598,-0.312324,-4.1664,-1.13441
-3.28715,4.75565,-0.312439,-4.16615,-1.13404
-3.2863,4.75533,-0.312553,-4.16589,-1.13367
-3.28544,4.755,-0.312668,-4.16563,-1.1333
-3.28458,4.75468,-0.312782,-4.16537,-1.13293
-3.28373,4.75435,-0.312897,-4.16512,-1.13256
-3.28287,4.75403,-0.313012,-4.16486,-1.13219
-3.28201,4.7537,-0.313126,-4.1646,-1.13182
-3.28116,4.75338,-0.313241,-4.16435,-1.13146
-3.2803,4.75305,-0.313356,-4.16409,-1.13109
-3.27945,4.75273,-0.313471,-4.16383,-1.13072
-3.27859,4.7524,-0.313585,-4.16358,-1.13035
-3.27774,4.75208,-0.3137,-4.16332,-1.12998
-3.27688,4.75175,-0.313815,-4.16306,-1.12961
-3.27603,4.75143,-0.31393,-4.16281,-1.12924
-3.27517,4.7511,-0.314044,-4.16255,-1.12887
-3.27432,4.75078,-0.314159,-4.1623,-1.12851
-3.27346,4.75046,-0.314274,-4.16204,-1.12814
-3.27261,4.75013,-0.314389,-4.16178,-1.12777
-3.27176,4.74981,-0.314504,-4.16153,-1.1274
-3.2709,4.74948,-0.314619,-4.16127,-1.12703
-3.27005,4.74916,-0.314734,-4.16101,-1.12666
-3.2692,4.74884,-0.314848,-4.16076,-1.1263
-3.26834,4.74851,-0.314963,-4.1605,-1.12593
-3.26749,4.74819,-0.315078,-4.16025,-1.12556
-3.26664,4.74787,-0.315193,-4.15999,-1.12519
-3.26578,4.74754,-0.315308,-4.15974,-1.12482
-3.26493,4.74722,-0.315423,-4.15948,-1.12445
-3.26408,4.7469,-0.315538,-4.15922,-1.12409
-3.26323,4.74657,-0.315653,-4.15897,-1.12372
-3.26238,4.74625,-0.315768,-4.15871,-1.12335
-3.26153,4.74593,-0.315883,-4.15846,-1.12298
-3.26067,4.74561,-0.315999,-4.1582,-1.12261
-3.25982,4.74528,-0.316114,-4.15795,-1.12225
-3.25897,4.74496,-0.316229,-4.15769,-1.12188
-3.25812,4.74464,-0.316344,-4.15744,-1.12151
-3.25727,4.74432,-0.316459,-4.15718,-1.12114
-3.25642,4.74399,-0.316574,-4.15693,-1.12078
-3.25557,4.74367,-0.316689,-4.15667,-1.12041
-3.25472,4.74335,-0.316804,-4.15642,-1.12004
-3.25387,4.74303,-0.31692,-4.15616,-1.11967
-3.25302,4.74271,-0.317035,-4.15591,-1.1193
-3.25217,4.74238,-0.31715,-4.15565,-1.11894
-3.25132,4.74206,-0.317265,-4.1554,-1.11857
-3.25047,4.74174,-0.317381,-4.15514,-1.1182
-3.24962,4.74142,-0.317496,-4.15489,-1.11783
-3.24877,4.7411,-0.317611,-4.15463,-1.11747
-3.24793,4.74078,-0.317727,-4.15438,-1.1171
-3.24708,4.74046,-0.317842,-4.15412,-1.11673
-3.24623,4.74013,-0.317957,-4.15387,-1.11637
-3.24538,4.73981,-0.318073,-4.15361,-1.116
-3.24453,4.73949,-0.318188,-4.15336,-1.11563
-3.24368,4.73917,-0.318303,-4.15311,-1.11526
-3.24284,4.73885,-0.318419,-4.15285,-1.1149
-3.24199,4.73853,-0.318534,-4.1526,-1.11453
-3.24114,4.73821,-0.31865,-4.15234,-1.11416
-3.2403,4.73789,-0.318765,-4.15209,-1.1138
-3.23945,4.73757,-0.318881,-4.15183,-1.11343
-3.2386,4.73725,-0.318996,-4.15158,-1.11306
-3.23776,4.73693,-0.319111,-4.15133,-1.11269
-3.23691,4.73661,-0.319227,-4.15107,-1.11233
-3.23606,4.73629,-0.319343,-4.15082,-1.11196
-3.23522,4.73597,-0.319458,-4.15057,-1.11159
-3.23437,4.73565,-0.319574,-4.15031,-1.11123
-3.23353,4.73533,-0.319689,-4.15006,-1.11086
-3.23268,4.73501,-0.319805,-4.1498,-1.11049
-3.23184,4.73469,-0.31992,-4.14955,-1.11013
-3.23099,4.73437,-0.320036,-4.1493,-1.10976
-3.23015,4.73405,-0.320152,-4.14904,-1.10939
-3.2293,4.73373,-0.320267,-4.14879,-1.10903
-3.22846,4.73342,-0.320383,-4.14854,-1.10866
-3.22761,4.7331,-0.320499,-4.14828,-1.10829
-3.22677,4.73278,-0.320614,-4.14803,-1.10793
-3.22593,4.73246,-0.32073,-4.14778,-1.10756
-3.22508,4.73214,-0.320846,-4.14752,-1.1072
-3.22424,4.73182,-0.320962,-4.14727,-1.10683
-3.2234,4.7315,-0.321077,-4.14702,-1.10646
-3.22255,4.73119,-0.321193,-4.14677,-1.1061
-3.22171,4.73087,-0.321309,-4.14651,-1.10573
-3.22087,4.73055,-0.321425,-4.14626,-1.10536
-3.22002,4.73023,-0.321541,-4.14601,-1.105
-3.21918,4.72991,-0.321656,-4.14575,-1.10463
-3.21834,4.7296,-0.321772,-4.1455,-1.10427
-3.2175,4.72928,-0.321888,-4.14525,-1.1039
-3.21666,4.72896,-0.322004,-4.145,-1.10353
-3.21582,4.72864,-0.32212,-4.14474,-1.10317
-3.21497,4.72832,-0.322236,-4.14449,-1.1028
-3.21413,4.72801,-0.322352,-4.14424,-1.10244
-3.21329,4.72769,-0.322468,-4.14399,-1.10207
-3.21245,4.72737,-0.322584,-4.14374,-1.1017
-3.21161,4.72706,-0.3227,-4.14348,-1.10134
-3.21077,4.72674,-0.322816,-4.14323,-1.10097
-3.20993,4.72642,-0.322932,-4.14298,-1.10061
-3.20909,4.72611,-0.323048,-4.14273,-1.10024
-3.20825,4.72579,-0.323164,-4.14247,-1.09988
-3.20741,4.72547,-0.32328,-4.14222,-1.09951
-3.20657,4.72516,-0.323396,-4.14197,-1.09915
-3.20573,4.72484,-0.323512,-4.14172,-1.09878
-3.20489,4.72452,-0.323628,-4.14147,-1.09841
-3.20405,4.72421,-0.323744,-4.14122,-1.09805
-3.20321,4.72389,-0.32386,-4.14096,-1.09768
-3.20238,4.72357,-0.323976,-4.14071,-1.09732
-3.20154,4.72326,-0.324093,-4.14046,-1.09695
-3.2007,4.72294,-0.324209,-4.14021,-1.09659
-3.19986,4.72263,-0.324325,-4.13996,-1.09622
-3.19902,4.72231,-0.324441,-4.13971,-1.09586
-3.19818,4.722,-0.324557,-4.13946,-1.09549
-3.19735,4.72168,-0.324674,-4.1392,-1.09513
-3.19651,4.72137,-0.32479,-4.13895,-1.09476
-3.19567,4.72105,-0.324906,-4.1387,-1.0944
-3.19484,4.72073,-0.325022,-4.13845,-1.09403
-3.194,4.72042,-0.325139,-4.1382,-1.09367
-3.19316,4.7201,-0.325255,-4.13795,-1.0933
-3.19233,4.71979,-0.325371,-4.1377,-1.09294
-3.19149,4.71948,-0.325488,-4.13745,-1.09257
-3.19065,4.71916,-0.325604,-4.1372,-1.09221
-3.18982,4.71885,-0.32572,-4.13695,-1.09184
-3.18898,4.71853,-0.325837,-4.13669,-1.09148
-3.18815,4.71822,-0.325953,-4.13644,-1.09111
-3.18731,4.7179,-0.32607,-4.13619,-1.09075
-3.18648,4.71759,-0.326186,-4.13594,-1.09039
-3.18564,4.71727,-0.326302,-4.13569,-1.09002
-3.18481,4.71696,-0.326419,-4.13544,-1.08966
-3.18397,4.71665,-0.326535,-4.13519,-1.08929
-3.18314,4.71633,-0.326652,-4.13494,-1.08893
-3.1823,4.71602,-0.326768,-4.13469,-1.08856
-3.18147,4.71571,-0.326885,-4.13444,-1.0882
-3.18064,4.71539,-0.327001,-4.13419,-1.08783
-3.1798,4.71508,-0.327118,-4.13394,-1.08747
-3.17897,4.71477,-0.327235,-4.13369,-1.08711
-3.17814,4.71445,-0.327351,-4.13344,-1.08674
-3.1773,4.71414,-0.327468,-4.13319,-1.08638
-3.17647,4.71383,-0.327584,-4.13294,-1.08601
-3.17564,4.71351,-0.327701,-4.13269,-1.08565
-3.1748,4.7132,-0.327818,-4.13244,-1.08529
-3.17397,4.71289,-0.327934,-4.13219,-1.08492
-3.17314,4.71257,-0.328051,-4.13194,-1.08456
-3.17231,4.71226,-0.328168,-4.13169,-1.08419
-3.17148,4.71195,-0.328284,-4.13144,-1.08383
-3.17064,4.71164,-0.328401,-4.13119,-1.08347
-3.16981,4.71133,-0.328518,-4.13094,-1.0831
-3.16898,4.71101,-0.328635,-4.13069,-1.08274
-3.16815,4.7107,-0.328751,-4.13045,-1.08238
-3.16732,4.71039,-0.328868,-4.1302,-1.08201
-3.16649,4.71008,-0.328985,-4.12995,-1.08165
-3.16566,4.70977,-0.329102,-4.1297,-1.08128
-3.16483,4.70945,-0.329218,-4.12945,-1.08092
-3.164,4.70914,-0.329335,-4.1292,-1.08056
-3.16317,4.70883,-0.329452,-4.12895,-1.08019
-3.16234,4.70852,-0.329569,-4.1287,-1.07983
-3.16151,4.70821,-0.329686,-4.12845,-1.07947
-3.16068,4.7079,-0.329803,-4.1282,-1.0791
-3.15985,4.70759,-0.32992,-4.12796,-1.07874
-3.15902,4.70727,-0.330037,-4.12771,-1.07838
-3.15819,4.70696,-0.330154,-4.12746,-1.07801
-3.15736,4.70665,-0.33027,-4.12721,-1.07765
-3.15654,4.70634,-0.330387,-4.12696,-1.07729
-3.15571,4.70603,-0.330504,-4.12671,-1.07692
-3.15488,4.70572,-0.330621,-4.12646,-1.07656
-3.15405,4.70541,-0.330738,-4.12622,-1.0762
-3.15322,4.7051,-0.330855,-4.12597,-1.07584
-3.1524,4.70479,-0.330972,-4.12572,-1.07547
-3.15157,4.70448,-0.33109,-4.12547,-1.07511
-3.15074,4.70417,-0.331207,-4.12522,-1.07475
-3.14991,4.70386,-0.331324,-4.12497,-1.07438
-3.14909,4.70355,-0.331441,-4.12473,-1.07402
-3.14826,4.70324,-0.331558,-4.12448,-1.07366
-3.14743,4.70293,-0.331675,-4.12423,-1.0733
-3.14661,4.70262,-0.331792,-4.12398,-1.07293
-3.14578,4.70231,-0.331909,-4.12373,-1.07257
-3.14496,4.702,-0.332026,-4.12349,-1.07221
-3.14413,4.70169,-0.332144,-4.12324,-1.07185
-3.1433,4.70138,-0.332261,-4.12299,-1.07148
-3.14248,4.70107,-0.332378,-4.12274,-1.07112
-3.14165,4.70077,-0.332495,-4.1225,-1.07076
-3.14083,4.70046,-0.332612,-4.12225,-1.0704
-3.14,4.70015,-0.33273,-4.122,-1.07003
-3.13918,4.69984,-0.332847,-4.12175,-1.06967
-3.13836,4.69953,-0.332964,-4.12151,-1.06931
-3.13753,4.69922,-0.333082,-4.12126,-1.06895
-3.13671,4.69891,-0.333199,-4.12101,-1.06858
-3.13588,4.69861,-0.333316,-4.12076,-1.06822
-3.13506,4.6983,-0.333434,-4.12052,-1.06786
-3.13424,4.69799,-0.333551,-4.12027,-1.0675
-3.13341,4.69768,-0.333668,-4.12002,-1.06714
-3.13259,4.69737,-0.333786,-4.11978,-1.06677
-3.13177,4.69706,-0.333903,-4.11953,-1.06641
-3.13094,4.69676,-0.33402,-4.11928,-1.06605
-3.13012,4.69645,-0.334138,-4.11904,-1.06569
-3.1293,4.69614,-0.334255,-4.11879,-1.06533
-3.12848,4.69583,-0.334373,-4.11854,-1.06497
-3.12765,4.69553,-0.33449,-4.1183,-1.0646
-3.12683,4.69522,-0.334608,-4.11805,-1.06424
-3.12601,4.69491,-0.334725,-4.1178,-1.06388
-3.12519,4.69461,-0.334843,-4.11756,-1.06352
-3.12437,4.6943,-0.33496,-4.11731,-1.06316
-3.12355,4.69399,-0.335078,-4.11706,-1.0628
-3.12273,4.69368,-0.335195,-4.11682,-1.06243
-3.12191,4.69338,-0.335313,-4.11657,-1.06207
-3.12108,4.69307,-0.33543,-4.11633,-1.06171
-3.12026,4.69277,-0.335548,-4.11608,-1.06135
-3.11944,4.69246,-0.335666,-4.11583,-1.06099
-3.11862,4.69215,-0.335783,-4.11559,-1.06063
-3.1178,4.69185,-0.335901,-4.11534,-1.06027
-3.11698,4.69154,-0.336019,-4.1151,-1.05991
-3.11616,4.69123,-0.336136,-4.11485,-1.05954
-3.11535,4.69093,-0.336254,-4.1146,-1.05918
-3.11453,4.69062,-0.336372,-4.11436,-1.05882
-3.11371,4.69032,-0.336489,-4.11411,-1.05846
-3.11289,4.69001,-0.336607,-4.11387,-1.0581
-3.11207,4.68971,-0.336725,-4.11362,-1.05774
-3.11125,4.6894,-0.336842,-4.11338,-1.05738
-3.11043,4.68909,-0.33696,-4.11313,-1.05702
-3.10962,4.68879,-0.337078,-4.11288,-1.05666
-3.1088,4.68848,-0.337196,-4.11264,-1.0563
-3.10798,4.68818,-0.337314,-4.11239,-1.05594
-3.10716,4.68787,-0.337431,-4.11215,-1.05558
-3.10635,4.68757,-0.337549,-4.1119,-1.05521
-3.10553,4.68726,-0.337667,-4.11166,-1.05485
-3.10471,4.68696,-0.337785,-4.11141,-1.05449
-3.10389,4.68665,-0.337903,-4.11117,-1.05413
-3.10308,4.68635,-0.338021,-4.11092,-1.05377
-3.10226,4.68605,-0.338139,-4.11068,-1.05341
-3.10145,4.68574,-0.338257,-4.11043,-1.05305
-3.10063,4.68544,-0.338374,-4.11019,-1.05269
-3.09981,4.68513,-0.338492,-4.10994,-1.05233
-3.099,4.68483,-0.33861,-4.1097,-1.05197
-3.09818,4.68453,-0.338728,-4.10945,-1.05161
-3.09737,4.68422,-0.338846,-4.10921,-1.05125
-3.09655,4.68392,-0.338964,-4.10897,-1.05089
-3.09574,4.68361,-0.339082,-4.10872,-1.05053
-3.09492,4.68331,-0.3392,-4.10848,-1.05017
-3.09411,4.68301,-0.339318,-4.10823,-1.04981
-3.09329,4.6827,-0.339436,-4.10799,-1.04945
-3.09248,4.6824,-0.339555,-4.10774,-1.04909
-3.09167,4.6821,-0.339673,-4.1075,-1.04873
-3.09085,4.68179,-0.339791,-4.10726,-1.04837
-3.09004,4.68149,-0.339909,-4.10701,-1.04801
-3.08922,4.68119,-0.340027,-4.10677,-1.04765
-3.08841,4.68089,-0.340145,-4.10652,-1.04729
-3.0876,4.68058,-0.340263,-4.10628,-1.04693
-3.08679,4.68028,-0.340381,-4.10604,-1.04657
-3.08597,4.67998,-0.3405,-4.10579,-1.04621
-3.08516,4.67968,-0.340618,-4.10555,-1.04585
-3.08435,4.67937,-0.340736,-4.1053,-1.04549
-3.08354,4.67907,-0.340854,-4.10506,-1.04513
-3.08272,4.67877,-0.340972,-4.10482,-1.04477
-3.08191,4.67847,-0.341091,-4.10457,-1.04442
-3.0811,4.67816,-0.341209,-4.10433,-1.04406
-3.08029,4.67786,-0.341327,-4.10409,-1.0437
-3.07948,4.67756,-0.341445,-4.10384,-1.04334
-3.07867,4.67726,-0.341564,-4.1036,-1.04298
-3.07786,4.67696,-0.341682,-4.10336,-1.04262
-3.07705,4.67666,-0.3418,-4.10311,-1.04226
-3.07623,4.67635,-0.341919,-4.10287,-1.0419
-3.07542,4.67605,-0.342037,-4.10263,-1.04154
-3.07461,4.67575,-0.342155,-4.10238,-1.04118
-3.0738,4.67545,-0.342274,-4.10214,-1.04082
-3.07299,4.67515,-0.342392,-4.1019,-1.04047
-3.07218,4.67485,-0.342511,-4.10166,-1.04011
-3.07138,4.67455,-0.342629,-4.10141,-1.03975
-3.07057,4.67425,-0.342747,-4.10117,-1.03939
-3.06976,4.67395,-0.342866,-4.10093,-1.03903
-3.06895,4.67365,-0.342984,-4.10068,-1.03867
-3.06814,4.67335,-0.343103,-4.10044,-1.03831
-3.06733,4.67305,-0.343221,-4.1002,-1.03795
